"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5744-3.id.csv";"peptide.count.P5744-4.id.csv";"peptide.count.P5745-3.id.csv";"peptide.count.P5745-4.id.csv";"spectra.count.P5744-3.id.csv";"spectra.count.P5744-4.id.csv";"spectra.count.P5745-3.id.csv";"spectra.count.P5745-4.id.csv";"dNSAF.P5744-3.id.csv";"dNSAF.P5744-4.id.csv";"dNSAF.P5745-3.id.csv";"dNSAF.P5745-4.id.csv"
"P08779";"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";11;21;0,00816557094824199;10;7;1;0;11;9;1;0;0,0179121123013659;0,0143515747366475;0,00183850266099904;0
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";11;18;0,00322276094614938;NA;NA;9;9;NA;NA;9;9;NA;NA;0,00676050203849353;0,00637092270954436
"P15924-1";"P15924-1";"P15924-1";"DESP_HUMAN";"Desmoplakin";"DSP";35;67;0,00239415255009135;21;27;11;7;21;28;11;7;NA;NA;NA;NA
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";11;28;0,00404585106572931;5;5;8;10;5;5;8;10;0,00332975892418706;0,00325854963264191;0,00484978737784888;0,00571289313391067
"Q5D862";"Q5D862";"Q5D862";"FILA2_HUMAN";"Filaggrin-2";"FLG2";11;24;0,00102977388659896;6;10;4;4;6;10;4;4;0,00118651384500517;0,00193523232051506;0,000720064625318425;0,000678570326236148
"P14923";"P14923";"P14923";"PLAK_HUMAN";"Junction plakoglobin";"JUP";10;21;0,00289183314429645;6;6;NA;8;6;7;NA;8;0,00380799275625151;0,00434764877160544;NA;0,00435560174504867
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";10;25;0,00463793957741509;5;5;7;8;5;5;7;8;0,00427509735293456;0,00418367131858183;0,00544833708587454;0,00586785406882687
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";10;14;0,00211528295778189;2;NA;7;5;2;NA;7;5;0,00139271212734775;NA;0,00443730546169163;0,00298685870771471
"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";10;56;0,0557777525566565;7;7;9;9;10;10;17;19;0,0459054142946177;0,0449236939645777;0,0710399680226165;0,074822260559665
"Q5T749";"Q5T749";"Q5T749";"KPRP_HUMAN";"Keratinocyte proline-rich protein";"KPRP";10;26;0,00460685977506558;9;7;6;4;9;7;6;4;0,00734962332488956;0,00559412493064949;0,0044602966817004;0,00280217901559694
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";11;14;0,00344430966027316;2;NA;5;6;2;NA;5;7;0,00226774948313939;NA;0,00516089484153583;0,00680889181667531
"P02533";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";9;29;0,0156540330949802;7;9;5;3;8;13;5;3;0,0185085598586446;0,0275709015161391;0,0128596044754218;0,0124687099461427
"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";9;17;0,00329688241718558;NA;NA;8;8;NA;NA;9;8;NA;NA;0,00732281222695046;0,00613407051051278
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";9;14;0,000983751457762949;NA;NA;6;8;NA;NA;6;8;NA;NA;NA;NA
"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";8;9;0,0015756331246959;NA;NA;5;4;NA;NA;5;4;NA;NA;0,00367251390600758;0,00276870588742428
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";11;18;0,00320041944912235;NA;NA;9;9;NA;NA;9;9;NA;NA;0,00671363547323535;0,00632675686753712
"P62937";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";8;16;0,00994823984993182;2;2;6;6;2;2;6;6;0,00573122142102499;0,00560865512527455;0,0156515865376032;0,0147496513639148
"P78527-1,P78527-2";"P78527-1,P78527-2";"P78527-[1,2]";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";8;13;0,000161541412897467;3;2;5;3;3;2;5;3;NA;NA;NA;NA
"136429";"136429";"136429";"136429";"trypsin [Sus scrofa]";"";7;358;0,158994190458732;4;4;6;7;88;93;85;92;0,180124101803643;0,186287473803762;0,158379149487652;0,1615438006524
"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";7;22;0,00673733407747248;3;5;6;6;3;5;7;7;0,00423426060210056;0,00690617981843508;0,0089938221148914;0,00847554593299583
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";7;9;0,00124061615828615;NA;NA;5;4;NA;NA;5;4;NA;NA;0,0029237085686681;0,00235725021797726
"P22626-1,P22626-2";"P22626-1,P22626-2";"P22626-[1,2]";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";7;15;0,00246400893868977;1;NA;6;7;1;NA;6;8;NA;NA;NA;NA
"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";7;14;0,00242614379786133;3;NA;5;6;3;NA;5;6;0,00239607652314812;NA;0,00363529248128453;0,00411096701865869
"P31944";"P31944";"P31944";"CASPE_HUMAN";"Caspase-14";"CASP14";7;12;0,00508716810507877;7;5;NA;NA;7;5;NA;NA;0,0136767783910824;0,00956020759989981;NA;NA
"P39019";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";7;14;0,00990535950575108;NA;NA;5;7;NA;NA;6;8;NA;NA;0,0178104260600312;0,0223787813797328
"O76013-1,O76013-2";"O76013-1,O76013-2";"O76013-[1,2]";"KRT36_HUMAN";"Keratin, type I cuticular Ha6";"KRT36";6;12;0,00169958378782281;6;6;0;0;6;6;0;0;NA;NA;NA;NA
"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";6;9;0,00175203227907362;3;2;2;2;3;2;2;2;0,00269160778311895;0,00175603054206888;0,00163346728570812;0,00153933742887157
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";9;29;0,00717328136260452;5;8;6;7;6;9;6;8;0,00522459411308908;0,00910728616250124;0,00710158311823571;0,00889596836405544
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";6;11;0,00200005825537978;1;2;4;4;1;2;4;4;0,00101216525096084;0,00176878458652581;0,00278738454258449;0,00283523224120687
"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";6;8;0,000775737039337783;NA;NA;4;4;NA;NA;4;4;NA;NA;0,00162729160598899;0,0015335176276282
"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";6;9;0,00379967494268229;NA;NA;3;5;NA;NA;3;6;NA;NA;0,005313810244248;0,0100151953705594
"Q00839-1,Q00839-2";"Q00839-1,Q00839-2";"Q00839-[1,2]";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";6;13;0,00080829448780696;NA;3;5;5;NA;3;5;5;NA;NA;NA;NA
"Q08554-1,Q08554-2";"Q08554-1,Q08554-2";"Q08554-[1,2]";"DSC1_HUMAN";"Desmocollin-1";"DSC1";6;22;0,0012623081185421;5;6;4;4;6;8;4;4;NA;NA;NA;NA
"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-[1-4]";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";6;10;0,000628622692723173;3;NA;3;4;3;NA;3;4;NA;NA;NA;NA
"P02452";"P02452";"P02452";"CO1A1_HUMAN";"Collagen alpha-1(I) chain";"COL1A1";5;16;0,00112121555685707;5;5;NA;NA;9;7;NA;NA;0,00290671578217968;0,00221243055658884;NA;NA
"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";5;8;0,00135210838158052;NA;NA;4;4;NA;NA;4;4;NA;NA;0,00283636658836302;0,00267291869856776
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";5;9;0,00107613171453589;NA;1;4;4;NA;1;4;4;NA;0,00053929376204563;0,00200661365866708;0,00189098094409164
"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";5;6;0,00147613271154564;NA;NA;2;4;NA;NA;2;4;NA;NA;0,00206435793661433;0,00389079532381446
"P61978-1,P61978-2,P61978-3";"P61978-1,P61978-2,P61978-3";"P61978-[1-3]";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";5;8;0,000590878176831803;NA;NA;4;4;NA;NA;4;4;NA;NA;NA;NA
"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";5;11;0,00542549739411846;NA;3;3;5;NA;3;3;5;NA;0,00667376030531467;0,00620796100650127;0,00975037049297254
"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";5;11;0,00600267796796085;NA;2;5;4;NA;2;5;4;NA;0,00492248987058671;0,0114473039836194;0,0086301151597374
"Q08188";"Q08188";"Q08188";"TGM3_HUMAN";"Protein-glutamine gamma-glutamyltransferase E";"TGM3";5;10;0,00148039283481128;5;4;NA;NA;6;4;NA;NA;0,00409372958644642;0,00267078815489264;NA;NA
"P02768-1";"P02768-1";"P02768-1";"ALBU_HUMAN";"Serum albumin";"ALB";5;8;0,00155108953882895;3;4;0;0;4;4;0;0;NA;NA;NA;NA
"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";4;6;0,00169106412284212;NA;NA;3;3;NA;NA;3;3;NA;NA;0,0035474062894293;0,00334298416901916
"P06733-1";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";9;19;0,00449132084238713;3;5;6;5;3;5;6;5;NA;NA;NA;NA
"P07195";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";4;6;0,00234558050353931;0;NA;2;4;0;NA;2;4;NA;NA;0,00322169633071922;0,00566728121268184
"P07900-1,P07900-2";"P07900-1,P07900-2";"P07900-[1,2]";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";5;13;0,00151831273324395;3;3;4;3;3;3;4;3;NA;NA;NA;NA
"P08123";"P08123";"P08123";"CO1A2_HUMAN";"Collagen alpha-2(I) chain";"COL1A2";4;9;0,00067593046198521;4;4;NA;NA;4;5;NA;NA;0,00138455568736329;0,00169368245913306;NA;NA
"P14618-1,P14618-2";"P14618-1,P14618-2";"P14618-[1,2]";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";9;16;0,0015456304851589;NA;3;5;8;NA;3;5;8;NA;NA;NA;NA
"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";4;7;0,00340350030410878;2;2;3;NA;2;2;3;NA;0,00448176082686789;0,00438591514535688;0,00611969615806761;NA
"P42166-1,P42167-1,P42167-2";"P42166-1,P42167-1,P42167-2";"P42166-1, P42167-[1,2]";"LAP2A_HUMAN, LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoform alpha, Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";4;4;0,000256157861304424;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA
"P60709,P63261";"P60709,P63261";"P63261, P60709";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";4;11;0,00612821632718883;2;1;4;3;2;1;5;3;0,00504347485050199;0,00493561651024161;0,00931890493691264;0,00724699537013682
"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";4;6;0,00301738892507123;NA;NA;3;3;NA;NA;3;3;NA;NA;0,00632968573211895;0,00596493253687732
"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";4;7;0,0050219480011675;NA;NA;3;4;NA;NA;3;4;NA;NA;0,00902976146400185;0,0113458856645499
"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";4;7;0,00460345233440354;NA;NA;4;3;NA;NA;4;3;NA;NA;0,0110363751226689;0,00780029639437803
"P68104,Q5VTE0";"P68104,Q5VTE0";"P68104, Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";11;37;0,00410809011660131;9;5;11;7;10;5;13;9;0,00511716198305803;0,00250386389521185;0,00605567336276315;0,00395079947247719
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";4;9;0,00463980407573767;NA;2;3;4;NA;2;3;4;NA;0,00465039244055428;0,00648872306207168;0,00815307361824438
"Q13835-1,Q13835-2";"Q13835-1,Q13835-2";"Q13835-[1,2]";"PKP1_HUMAN";"Plakophilin-1";"PKP1";4;6;0,000412012945592056;1;2;3;NA;1;2;3;NA;NA;NA;NA;NA
"Q6KB66-1,Q6KB66-2,Q6KB66-3";"Q6KB66-1,Q6KB66-2,Q6KB66-3";"Q6KB66-[1-3]";"K2C80_HUMAN";"Keratin, type II cytoskeletal 80";"KRT80";4;9;0,000685197685439451;2;3;2;2;2;3;2;2;NA;NA;NA;NA
"Q8N1N4-1";"Q8N1N4-1";"Q8N1N4-1";"K2C78_HUMAN";"Keratin, type II cytoskeletal 78";"KRT78";11;24;0,00540479159058329;7;6;7;4;7;6;7;4;NA;NA;NA;NA
"Q99623";"Q99623";"Q99623";"PHB2_HUMAN";"Prohibitin-2";"PHB2";4;5;0,00171557229853548;NA;NA;2;3;NA;NA;2;3;NA;NA;0,00287905437982668;0,00406971985793636
"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";8;18;0,00619678530920669;3;3;5;7;3;3;5;7;0,00475999094531438;0,0046581951124344;0,00722178909033705;0,00952787881729397
"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";3;5;0,00446048797619225;NA;NA;3;2;NA;NA;3;2;NA;NA;0,011228312081324;0,0070541810870897
"P06753-2,P06753-3";"P06753-2,P06753-3";"P06753-[2,3]";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";3;3;0,00054185505344589;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA
"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-[1-4]";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";3;3;0,000122132408871931;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA
"P11142-1";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";14;33;0,00718614993997227;4;6;12;10;4;6;13;10;NA;NA;NA;NA
"P14866-1,P14866-2";"P14866-1,P14866-2";"P14866-[1,2]";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";3;3;0,000261267971440803;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA
"P16949-1,P16949-2";"P16949-1,P16949-2";"P16949-[1,2]";"STMN1_HUMAN";"Stathmin";"STMN1";3;5;0,00172132925255741;2;NA;3;NA;2;NA;3;NA;NA;NA;NA;NA
"P20930";"P20930";"P20930";"FILA_HUMAN";"Filaggrin";"FLG";3;3;7,57876558377901e-05;NA;3;NA;NA;NA;3;NA;NA;NA;0,000341822739105012;NA;NA
"P21796";"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";3;6;0,00217507894245417;NA;NA;3;3;NA;NA;3;3;NA;NA;0,00456274165848857;0,00429981002658294
"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";3;4;0,00230996281345166;NA;NA;3;1;NA;NA;3;1;NA;NA;0,00706086610718942;0,00291111540077266
"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";3;3;0,000609452812588645;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,002556942355153;NA
"P31930";"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";3;3;0,000641195146577637;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,00253509632817286
"P31943,P55795";"P31943,P55795";"P31943, P55795";"HNRH1_HUMAN, HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H, Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH1, HNRNPH2";3;6;0,00068546474467097;1;NA;2;3;1;NA;2;3;0,000526532034782363;NA;0,000958616101969016;0,00135506262530398
"P38159-1,P38159-2";"P38159-1,P38159-2";"P38159-[1,2]";"RBMX_HUMAN";"RNA-binding motif protein, X chromosome";"RBMX";3;3;0,000393572468487552;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA
"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";3;3;0,000680915199905455;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,0026921376936349
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";3;5;0,00020428359906894;NA;NA;2;3;NA;NA;2;3;NA;NA;0,000342826467370839;0,000484606227607715
"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";3;3;0,000680915199905455;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,00285676081715103;NA
"P60842,Q14240-1,Q14240-2";"P60842,Q14240-1,Q14240-2";"P60842, Q14240-[1,2]";"IF4A1_HUMAN, IF4A2_HUMAN";"Eukaryotic initiation factor 4A-I, Eukaryotic initiation factor 4A-II";"EIF4A1, EIF4A2";3;4;0,000336364667057121;NA;NA;3;NA;NA;NA;4;NA;NA;NA;0,00424057763334077;NA
"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";3;6;0,00407647245506312;NA;1;3;2;NA;1;3;2;NA;0,00306433144261689;0,00855136350564414;0,00537238956963785
"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";3;6;0,00247207767355233;NA;NA;3;3;NA;NA;3;3;NA;NA;0,00518576662390468;0,00488693268081515
"P62917";"P62917";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";3;3;0,00119756291967808;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,00502434198191543;NA
"P63104";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";3;5;0,00241580588977446;NA;NA;2;3;NA;NA;2;3;NA;NA;0,00409922504556275;0,0056762506706611
"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";3;5;0,00108907880522741;NA;NA;2;3;NA;NA;2;3;NA;NA;0,00182767995662033;0,00258353765928444
"O00148,Q13838-1,Q13838-2";"O00148,Q13838-1,Q13838-2";"O00148, Q13838-[1,2]";"DX39A_HUMAN, DX39B_HUMAN";"ATP-dependent RNA helicase DDX39A, Spliceosome RNA helicase DDX39B";"DDX39A, DDX39B";2;2;0,000159923964851788;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00189983799769395
"O00571-1,O00571-2,O15523";"O00571-1,O00571-2,O15523";"O00571-[1,2], O15523";"DDX3X_HUMAN, DDX3Y_HUMAN, O15523";"ATP-dependent RNA helicase DDX3X, ATP-dependent RNA helicase DDX3Y, ATP-dependent RNA helicase DDX3Y [Homo sapiens] ";"DDX3X, DDX3Y";2;2;0,000129273215035814;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00153642201707446
"O43790";"O43790";"O43790";"KRT86_HUMAN";"Keratin, type II cuticular Hb6";"KRT86";5;9;0,0048275822157442;5;4;0;NA;5;4;0;NA;0,0117704783296193;0,0102248321831137;NA;NA
"O76011";"O76011";"O76011";"KRT34_HUMAN";"Keratin, type I cuticular Ha4";"KRT34";2;2;0,00194484942511317;2;0;NA;NA;2;0;NA;NA;0,00598097648295039;NA;NA;NA
"P00338-1,P00338-3,P00338-4";"P00338-1,P00338-3,P00338-4";"P00338-[1,3,4]";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";2;5;0,000655475140714634;1;NA;2;2;1;NA;2;2;NA;NA;NA;NA
"P01040";"P01040";"P01040";"CYTA_HUMAN";"Cystatin-A";"CSTA";2;4;0,00418739687560906;2;2;NA;NA;2;2;NA;NA;0,00964950545376657;0,00944314383337042;NA;NA
"P05388,Q8NHW5";"P05388,Q8NHW5";"P05388, Q8NHW5";"RLA0_HUMAN, RLA0L_HUMAN";"60S acidic ribosomal protein P0, 60S acidic ribosomal protein P0-like";"RPLP0, RPLP0P6";2;2;0,000323631619723728;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00127954388803677
"P06702";"P06702";"P06702";"S10A9_HUMAN";"Protein S100-A9";"S100A9";2;2;0,00179984602548109;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,0071160598685554
"P06748-1,P06748-2";"P06748-1,P06748-2";"P06748-[1,2]";"NPM_HUMAN";"Nucleophosmin";"NPM1";5;9;0,0015702738283534;3;NA;4;2;3;NA;4;2;NA;NA;NA;NA
"P07355-1,P07355-2";"P07355-1,P07355-2";"P07355-[1,2]";"ANXA2_HUMAN";"Annexin A2";"ANXA2";5;11;0,00166445937754667;5;4;2;NA;5;4;2;NA;NA;NA;NA;NA
"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";2;2;0,000447603564253091;0;0;2;NA;0;0;2;NA;NA;NA;0,00190162232295419;NA
"P08729";"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";2;7;0,00166183485569729;1;0;0;2;4;0;0;3;0,00439955445787293;0;0;0,00269335681240933
"P09651-1,P09651-2,P09651-3";"P09651-1,P09651-2,P09651-3";"P09651-[1-3]";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";4;8;0,00083134542925447;0;NA;4;4;0;NA;4;4;NA;NA;NA;NA
"P12035";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";2;2;0,000663876234461608;1;1;0;0;1;1;0;0;0,0013488949229333;0,00169531661218689;0;0
"P12273";"P12273";"P12273";"PIP_HUMAN";"Prolactin-inducible protein";"PIP";2;2;0,00140535922537564;2;NA;NA;NA;2;NA;NA;NA;0,00647706530458304;NA;NA;NA
"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";2;2;0,000280303889214267;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00110823883198814
"P15880";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";2;2;0,000700281388753733;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00293801112480606;NA
"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";2;4;0,00987380319612511;1;0;1;2;1;0;1;2;0,0199785535451223;0;0,0101037237038518;0,012695318075357
"P18859";"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";2;5;0,00474959367835286;NA;NA;2;2;NA;NA;2;3;NA;NA;0,00797071536637201;0,0112670947918794
"P20674";"P20674";"P20674";"COX5A_HUMAN";"Cytochrome c oxidase subunit 5A, mitochondrial";"COX5A";2;2;0,00136788297936562;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,0054082055001021
"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";2;4;0,000905882767791805;NA;NA;2;2;NA;NA;2;2;NA;NA;0,00190030300125425;0,00179079652321262
