"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5396-1.id.csv";"peptide.count.P5396-2.id.csv";"spectra.count.P5396-1.id.csv";"spectra.count.P5396-2.id.csv";"dNSAF.P5396-1.id.csv";"dNSAF.P5396-2.id.csv";"Go.Cc"
"12";"P06733";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";3;3;0,0050116897462253;NA;3;NA;3;NA;NA;"M band, cytoplasm, extracellular vesicular exosome, plasma membrane, extracellular space, phosphopyruvate hydratase complex, cytosol, nucleus"
"13";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";2;2;0,00607804928105089;2;0;2;0;0,0131646407039477;NA;"cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm"
"14";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";4;7;0,0114305656524268;4;2;5;2;0,0165052176993939;0,00779083218189408;"nucleus, nuclear envelope lumen, cytoskeleton, microtubule, cell body, cytosol, extracellular vesicular exosome"
"15";"P07900";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";3;4;0,00330156853348783;3;1;3;1;NA;NA;"plasma membrane, cytosol, endocytic vesicle lumen, mitochondrion, extracellular region, nucleus, extracellular vesicular exosome, cytoplasm, melanosome"
"16";"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";1;1;0,000287708115061082;1;NA;1;NA;NA;NA;"plasma membrane, cytoplasm, apical plasma membrane, cell junction, nucleus, melanosome, extracellular vesicular exosome, integral component of membrane"
"17";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";2;2;0,00333804995374736;1;1;1;1;0,00303659530049623;0,00477780316127206;"extracellular vesicular exosome, cytoplasm, brush border membrane, basolateral plasma membrane, cell surface, apical plasma membrane, cytosol, inclusion body, mitochondrion, melanosome"
"18";"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";3;3;0,00988090950464784;2;1;2;1;0,0132839698469622;0,00787426684308241;"intermediate filament, extracellular vesicular exosome, cytoskeleton, nucleus"
"19";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";6;10;0,0126531317618486;5;4;5;5;0,0127893833482215;0,0150921879963393;"protein complex, mitochondrial matrix, cytoplasm, coated vesicle, mitochondrion, lipopolysaccharide receptor complex, cell surface, mitochondrial inner membrane, plasma membrane, early endosome, coated pit, cytosol, secretory granule, extracellular vesicular exosome, extracellular space"
"20";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";1;1;0,00166290011457323;1;0;1;0;0,00298810057432452;NA;"endoplasmic reticulum, melanosome, endoplasmic reticulum membrane, nucleus, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment, cell surface, integral component of endoplasmic reticulum membrane, endoplasmic reticulum lumen, midbody, endoplasmic reticulum chaperone complex"
"21";"P11142";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";4;7;0,0117844531339261;4;2;5;2;NA;NA;"cytosol, nucleolus, extracellular vesicular exosome, ribonucleoprotein complex, plasma membrane, extracellular space, melanosome, spliceosomal complex, nucleus, intracellular, blood microparticle, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, Prp19 complex"
"22";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";0;0;0;0;0;0;0;NA;0;"keratin filament, intermediate filament"
"23";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";15;52;0,0741592671138731;12;13;25;27;0,0717463842936805;0,0922329002649526;"extracellular vesicular exosome, cytoplasm, keratin filament, nucleus, intermediate filament, extracellular space"
"24";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";1;1;0,0031745420831316;0;1;0;1;0;0,00938069013901281;"nucleus, plasma membrane, intermediate filament, cytoplasm, cytosol, extracellular vesicular exosome, keratin filament, mitochondrion"
"25";"P14618";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase PKM";"PKM";8;11;0,0150193388879345;7;3;7;4;NA;NA;"cytoplasm, extracellular vesicular exosome, nucleus, cytosol, plasma membrane, cilium, mitochondrion"
"26";"P16150";"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";2;4;0,00725024449953927;2;2;2;2;0,00732831665853089;0,00864782372190243;"extracellular vesicular exosome, plasma membrane, basement membrane, uropod, integral component of plasma membrane, extracellular space, cell surface, external side of plasma membrane"
"27";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;0;0;0;0;0;0;0;"intermediate filament cytoskeleton, keratin filament, intermediate filament, cell surface, nucleus"
"28";"P23528";"P23528,Q9Y281-1";"COF1_HUMAN, COF2_HUMAN";"Cofilin-1, Cofilin-2";"CFL1, CFL2";2;2;0,00436761716839715;2;NA;2;NA;0,0176585943579058;NA;"lamellipodium membrane, extracellular space, cortical actin cytoskeleton, extracellular vesicular exosome, cytoplasm, ruffle membrane, nucleus, nuclear matrix"
"29";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";7;10;0,0125654150771911;4;5;4;6;0,0101605776894709;0,0179850753315129;"extrinsic component of membrane, basolateral plasma membrane, microvillus membrane, cytoplasm, cytoskeleton, apical plasma membrane, filopodium, plasma membrane, extracellular vesicular exosome, extracellular space, microvillus, uropod, apical part of cell, blood microparticle"
"30";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";1;1;0,00591856693839941;1;NA;1;NA;0,0119645986261729;NA;"cytoplasmic vesicle membrane, protein complex, extracellular vesicular exosome, cytosol, cytoplasm"
"31";"P28906";"P28906-1";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";2;2;0,00376636077898144;2;NA;2;NA;NA;NA;"glomerular endothelium fenestra, integral component of plasma membrane, external side of plasma membrane, intercellular bridge, apical plasma membrane, plasma membrane, perinuclear region of cytoplasm, lysosome, basal plasma membrane, cytoplasm"
"32";"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";2;2;0,00197554346036492;2;NA;2;NA;0,0039936330564201;NA;"nucleus, nucleoplasm, MCM complex"
"33";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";15;58;0,0704329705028869;14;12;27;31;0,0658297349334834;0,0903648995659468;"extracellular vesicular exosome, nucleus, intermediate filament, extracellular space"
"34";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";9;17;0,0335052995562626;8;9;8;9;0,0332159255026439;0,0405694697769468;"intermediate filament, Golgi apparatus, extracellular space, intermediate filament cytoskeleton, nucleus, cytoplasm, extracellular vesicular exosome, keratin filament"
"35";"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";2;9;0,0530505695088239;2;2;4;5;0,0476638481855668;0,0703075099341661;"nucleolus, cytosol, cytosolic large ribosomal subunit, cytoplasm"
"36";"P60709";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";12;34;0,032867775064578;9;11;16;18;0,0312674844097318;0,0415095538651317;"blood microparticle, NuA4 histone acetyltransferase complex, MLL5-L complex, postsynaptic density, axon, cytoskeleton, nuclear chromatin, cytosol, ribonucleoprotein complex, cortical cytoskeleton, nucleoplasm, protein complex, extracellular space, extracellular vesicular exosome, cytoplasm"
"37";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";3;8;0,0414299685687958;3;3;5;3;0,0523451189895064;0,0370621016652961;"cytoplasm, cytosolic large ribosomal subunit, nucleolus, extracellular vesicular exosome, ribosome, cytosol"
"38";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";1;1;0,00591856693839941;1;NA;1;NA;0,0119645986261729;NA;"melanosome, extracellular vesicular exosome, cytoplasmic vesicle membrane, blood microparticle, postsynaptic density, cytosol, nucleus, cell leading edge, mitochondrion, nucleoplasm, perinuclear region of cytoplasm, extracellular space, cytoplasm, mast cell granule, protein complex"
"39";"P68104";"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";7;19;0,0149085114168015;6;6;11;8;0,0174483729965021;0,0149745865314328;"plasma membrane, extracellular vesicular exosome, nucleolus, cytosol, extracellular space, nucleus, cytoplasm, eukaryotic translation elongation factor 1 complex"
"40";"P83731";"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";3;5;0,0230899506354754;3;NA;5;NA;0,0466771761689866;NA;"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome"
"41";"P83881";"P83881";"RL36A_HUMAN";"60S ribosomal protein L36a";"RPL36A";1;5;0,0897730745815594;1;1;3;2;0,099554490455514;0,0978998911913483;"cytosolic large ribosomal subunit, cytosol, ribosome"
"42";"Q01546";"Q01546";"K22O_HUMAN";"Keratin, type II cytoskeletal 2 oral";"KRT76";0;0;0;0;0;0;0;0;0;"keratin filament, intermediate filament, nucleus"
"43";"Q13085";"Q13085-1,Q13085-4";"ACACA_HUMAN";"Acetyl-CoA carboxylase 1";"ACACA";21;28;0,00432665912163469;14;12;16;12;NA;NA;"extracellular vesicular exosome, cytosol, mitochondrion"
"44";"Q5XKE5";"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";0;0;0;0;0;0;0;0;0;"extracellular vesicular exosome, keratin filament"
"45";"Q969Q0";"Q969Q0";"RL36L_HUMAN";"60S ribosomal protein L36a-like";"RPL36AL";1;3;0,0538638447489356;1;1;2;1;0,066369660303676;0,0489499455956742;"ribosome"
"46";"Q96RQ3";"Q96RQ3";"MCCA_HUMAN";"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial";"MCCC1";8;19;0,0190006407574133;7;5;9;10;0,0181944413591112;0,0238560654397308;"mitochondrial inner membrane, mitochondrion, cytosol, mitochondrial matrix"
"47";"Q9BQE3";"P68363,Q71U36,Q9BQE3";"TBA1A_HUMAN, TBA1B_HUMAN, TBA1C_HUMAN";"Tubulin alpha-1A chain, Tubulin alpha-1B chain, Tubulin alpha-1C chain";"TUBA1A, TUBA1B, TUBA1C";4;6;0,0032199457436888;2;3;3;3;0,00325461879727501;0,00384063229692188;"microtubule, nucleus, cytoplasmic microtubule"
