"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"69";69;"O15042";"O15042-1,O15042-2";"O15042-1,O15042-2";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";5;6;2,55337044488736e-05;NA;3;1;2;NA;3;1;2;NA;NA;NA;NA;"nucleus";0,000138869601444244
"71";71;"O15116";"O15116";"O15116";"LSM1_HUMAN";"U6 snRNA-associated Sm-like protein LSm1";"LSM1";5;16;0,00105360127831141;3;3;3;3;4;4;4;4;0,00143757322756984;0,00145210111713498;0,00132429119853371;0,0013230777673632;"cytoplasm, cytosol, nucleus, ribonucleoprotein complex";0,00037031893718465
"78";78;"O15212";"O15212";"O15212";"PFD6_HUMAN";"Prefoldin subunit 6";"PFDN6";3;3;0,000203675828510782;NA;3;NA;NA;NA;3;NA;NA;NA;0,00112284563127298;NA;NA;"prefoldin complex";6,94348007221219e-05
"80";80;"O15264";"O15264";"O15264";"MK13_HUMAN";"Mitogen-activated protein kinase 13";"MAPK13";1;2;7,19840599394271e-05;1;0;1;0;1;0;1;0;0,000174609350928575;NA;0,000180956228840737;NA;"cytosol";4,62898671480813e-05
"84";84;"O15305";"O15305";"O15305";"PMM2_HUMAN";"Phosphomannomutase 2";"PMM2";1;4;0,000142407489853067;1;1;1;1;1;1;1;1;0,000194306137466249;0,000196269764816008;0,000178994643704252;0,000178830633190351;"neuronal cell body, cytosol";9,25797342961626e-05
"85";85;"O15347";"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";5;23;0,00100717697198582;5;4;5;4;6;5;7;5;0,00143397929450092;0,00120705905361845;0,00154114388229361;0,00109980839412066;"nucleus, chromosome";0,000532333472202935
"86";86;"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";8;27;0,000433090910075124;4;5;8;6;4;6;10;7;0,000350178093895218;0,000530575408183934;0,000806459383722453;0,000564004304677261;"nucleus, cytoplasm";0,000624913206499097
"87";87;"O15371";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";6;23;0,000367582836491174;3;5;4;6;4;6;6;7;0,000348900071654725;0,000528639001584723;0,000482109660780065;0,000561945894806177;"eukaryotic translation initiation factor 3 complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex";0,000532333472202935
"89";89;"O15382";"O15382-1";"O15382-1";"BCAT2_HUMAN";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";6;14;0,000312787879498701;3;2;4;3;4;2;5;3;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion";0,000324029070036569
"92";92;"O43143";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";18;54;0,000594887136857907;12;11;13;13;13;12;13;16;0,000781623934109516;0,000728790371996046;0,000720031283731066;0,000885380342436758;"U12-type spliceosomal complex, nucleolus, nucleus";0,00124982641299819
"98";98;"O43314";"O43314-1,O43314-2";"O43314-1,O43314-2";"VIP2_HUMAN";"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2";"PPIP5K2";1;3;1,58532875369414e-05;0;1;1;1;0;1;1;1;NA;NA;NA;NA;"cytosol";6,94348007221219e-05
"99";99;"O43324";"O43324";"O43324";"MCA3_HUMAN";"Eukaryotic translation elongation factor 1 epsilon-1";"EEF1E1";4;13;0,000654337862859352;3;3;3;3;3;3;3;4;0,000824126031322367;0,000832454519736863;0,000759184178469758;0,00101131806355923;"cytosol, cytoplasm, nucleus";0,000300884136462528
"100";100;"O43390";"O43390-1";"O43390-1";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";12;52;0,000873132932541352;10;11;8;10;14;16;9;13;NA;NA;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, ribonucleoprotein complex, spliceosomal complex, nucleus, cytoplasm";0,00120353654585011
"101";101;"O43396";"O43396";"O43396";"TXNL1_HUMAN";"Thioredoxin-like protein 1";"TXNL1";5;21;0,000636398869014658;5;5;5;4;5;5;6;5;0,000826977678489573;0,00083533498520308;0,000914173336012027;0,000761113075516028;"cytoplasm, proteasome complex, nucleus";0,000486043605054854
"102";102;"O43399";"O43399-2,O43399-3,O43399-4";"O43399-2,O43399-3,O43399-4";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;4;0,000170059429630362;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"cytoplasm, perinuclear region of cytoplasm";9,25797342961626e-05
"103";103;"O43399";"O43399-1,O43399-5";"O43399-1,O43399-5";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;1;6,37722861113857e-05;0;0;0;1;0;0;0;1;NA;NA;NA;NA;"cytoplasm, perinuclear region of cytoplasm";2,31449335740406e-05
"105";105;"O43432";"O43432-1,O43432-3";"O43432-1,O43432-3";"IF4G3_HUMAN";"Eukaryotic translation initiation factor 4 gamma 3";"EIF4G3";1;1;3,26163316336711e-06;0;0;1;0;0;0;1;0;NA;NA;NA;NA;"eukaryotic translation initiation factor 4F complex, cytosol";2,31449335740406e-05
"106";106;"O43447";"O43447";"O43447";"PPIH_HUMAN";"Peptidyl-prolyl cis-trans isomerase H";"PPIH";6;19;0,000960133584671094;4;4;3;4;5;5;4;5;0,00143737673040916;0,00140653067688591;0,000995088866694824;0,00124272134928888;"cytoplasm, spliceosomal complex, U4/U6 x U5 tri-snRNP complex, nuclear speck, U4/U6 snRNP";0,000439753737906772
"111";111;"O43592";"O43592";"O43592";"XPOT_HUMAN";"Exportin-T";"XPOT";11;32;0,000291328419990474;6;7;8;8;6;7;10;9;0,000298124593451335;0,000351326959473146;0,000457720190761392;0,000411570708818542;"nucleus, cytoplasm, nucleoplasm";0,000740637874369301
"114";114;"O43670";"O43670-1,O43670-2";"O43670-1,O43670-2";"ZN207_HUMAN";"Zinc finger protein 207";"ZNF207";2;11;0,000100772664106276;2;2;2;2;3;3;2;3;NA;NA;NA;NA;"nucleus";0,000254594269314447
"118";118;"O43684";"O43684-1,O43684-2";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";6;20;0,000267014043474501;4;5;5;5;4;5;5;6;NA;NA;NA;NA;"kinetochore, nucleus, condensed chromosome kinetochore, cytosol";0,000462898671480813
"120";120;"O43719";"O43719";"O43719";"HTSF1_HUMAN";"HIV Tat-specific factor 1";"HTATSF1";6;18;0,000208801445387212;3;3;5;6;3;3;5;7;0,000189931032384228;0,000191850445608231;0,000291607167889046;0,00040787596073349;"nucleus";0,000416608804332732
"123";123;"O43765";"O43765";"O43765";"SGTA_HUMAN";"Small glutamine-rich tetratricopeptide repeat-containing protein alpha";"SGTA";4;17;0,000475677414189718;4;4;4;3;4;4;6;3;0,000610853799574407;0,000617026992265023;0,000844076977979156;0,000421651780493544;"cytoplasm";0,000393463870758691
"124";124;"O43768";"O43768-1,O43768-2,O43768-3,O43768-4,O43768-5,O43768-6,O43768-7,O43768-9,P56211-1,P56211-2";"O43768-1,O43768-2,O43768-3,O43768-4,O43768-5,O43768-6,O43768-7,O43768-9,P56211-1,P56211-2";"ARP19_HUMAN, ENSA_HUMAN";"Alpha-endosulfine, cAMP-regulated phosphoprotein 19";"ARPP19, ENSA";1;4;2,93894651877974e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"nucleoplasm, cytoplasm";9,25797342961626e-05
"126";126;"O43809";"O43809";"O43809";"CPSF5_HUMAN";"Cleavage and polyadenylation specificity factor subunit 5";"NUDT21";5;21;0,000810217062313816;4;4;5;5;4;5;6;6;0,000842278587078367;0,0010634881529678;0,00116385944540738;0,00116279301581039;"nucleoplasm, nucleus, centrosome, mRNA cleavage factor complex, paraspeckles";0,000486043605054854
"128";128;"O43823";"O43823";"O43823";"AKAP8_HUMAN";"A-kinase anchor protein 8";"AKAP8";2;12;0,000151873883687231;2;2;2;2;3;3;3;3;0,000207222441401867;0,000209316598893373;0,000190893131580546;0,00019071821863364;"condensed chromosome, Golgi apparatus, mitochondrion, nuclear matrix, female pronucleus, nucleus";0,000277739202888488
"129";129;"O43837";"O43837-1";"O43837-1";"IDH3B_HUMAN";"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial";"IDH3B";7;19;0,00043221597894366;3;3;5;6;3;4;6;6;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix";0,000439753737906772
"134";134;"O60234";"O60234";"O60234";"GMFG_HUMAN";"Glia maturation factor gamma";"GMFG";3;11;0,000904588421461032;3;3;3;2;3;3;3;2;0,00126230571699025;0,0013600665392884;0,00124035724933087;0,000929415544327318;"intracellular";0,000254594269314447
"135";135;"O60256";"O60256-1,O60256-2,Q14558-1,Q14558-2";"O60256-1,O60256-2,Q14558-1,Q14558-2";"KPRA_HUMAN, KPRB_HUMAN";"Phosphoribosyl pyrophosphate synthase-associated protein 1, Phosphoribosyl pyrophosphate synthase-associated protein 2";"PRPSAP1, PRPSAP2";2;4;2,41601672440376e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;"ribose phosphate diphosphokinase complex";9,25797342961626e-05
"136";136;"O60282";"O60282-1";"O60282-1";"KIF5C_HUMAN";"Kinesin heavy chain isoform 5C";"KIF5C";1;1;1,22021046687059e-05;0;1;0;0;0;1;0;0;NA;NA;NA;NA;"cytoplasm, kinesin complex, microtubule";2,31449335740406e-05
"137";137;"O60306";"O60306";"O60306";"AQR_HUMAN";"Intron-binding protein aquarius";"AQR";0;0;0;0;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;"catalytic step 2 spliceosome, nucleus";0
"142";142;"O60506";"O60506-1";"O60506-1";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";12;51;0,000870087370701088;11;9;9;8;16;12;11;12;NA;NA;NA;NA;"nucleoplasm, endoplasmic reticulum, GAIT complex, CRD-mediated mRNA stability complex, nucleus, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex";0,00118039161227607
"144";144;"O60566";"O60566-1,O60566-2,O60566-3";"O60566-1,O60566-2,O60566-3";"BUB1B_HUMAN";"Mitotic checkpoint serine/threonine-protein kinase BUB1 beta";"BUB1B";2;4;1,11213468266205e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"microtubule organizing center, anaphase-promoting complex, kinetochore, condensed nuclear chromosome kinetochore, condensed chromosome kinetochore, spindle midzone, perinuclear region of cytoplasm, cytoplasm, condensed chromosome outer kinetochore, cytosol";9,25797342961626e-05
"151";151;"O60832";"O60832-1";"O60832-1";"DKC1_HUMAN";"H/ACA ribonucleoprotein complex subunit 4";"DKC1";3;7;0,000119273199186275;NA;2;2;3;NA;2;2;3;NA;NA;NA;NA;"nucleus, telomerase holoenzyme complex, nucleoplasm, cytoplasm, nucleolus, Cajal body";0,000162014535018284
"152";152;"O60841";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";12;35;0,000251255837630104;8;8;8;7;8;8;11;8;0,000313438097158671;0,000316605653408118;0,000397015988412873;0,000288474332884107;"cytosol";0,000810072675091422
"153";153;"O60869";"O60869-1";"O60869-1";"EDF1_HUMAN";"Endothelial differentiation-related factor 1";"EDF1";6;16;0,000946817364969041;5;4;2;4;5;5;2;4;NA;NA;NA;NA;"nucleolus, cytoplasm, intracellular, nucleus";0,00037031893718465
"156";156;"O60907";"O60907-1";"O60907-1";"TBL1X_HUMAN";"F-box-like/WD repeat-containing protein TBL1X";"TBL1X";2;2;8,3482380316811e-05;0;2;0;0;0;2;0;0;NA;NA;NA;NA;"nucleoplasm, spindle microtubule, nucleus, transcriptional repressor complex";4,62898671480813e-05
"157";157;"O60925";"O60925";"O60925";"PFD1_HUMAN";"Prefoldin subunit 1";"PFDN1";1;1;7,17873821800298e-05;NA;1;NA;NA;NA;1;NA;NA;NA;0,000395757066760148;NA;NA;"prefoldin complex";2,31449335740406e-05
"158";158;"O60941";"O60941-1,O60941-2,O60941-3,O60941-4,O60941-5";"O60941-1,O60941-2,O60941-3,O60941-4,O60941-5";"DTNB_HUMAN";"Dystrobrevin beta";"DTNB";1;2;5,58727950619689e-06;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"synapse, cytoplasm";4,62898671480813e-05
"163";163;"O75153";"O75153";"O75153";"CLU_HUMAN";"Clustered mitochondria protein homolog";"KIAA0664";4;5;3,34532491442461e-05;NA;NA;3;2;NA;NA;3;2;NA;NA;0,000100915238390938;6,72151806949219e-05;"cytoplasm";0,000115724667870203
"168";168;"O75347";"O75347";"O75347";"TBCA_HUMAN";"Tubulin-specific chaperone A";"TBCA";7;25;0,00202732884860269;5;5;5;6;7;5;6;7;0,0030981034140452;0,00223529454373787;0,00244626013062477;0,00285135509586838;"nucleolus, cytoplasm, microtubule cytoskeleton, microtubule";0,000578623339351016
"177";177;"O75400";"O75400-1,O75400-2,O75400-3";"O75400-1,O75400-2,O75400-3";"PR40A_HUMAN";"Pre-mRNA-processing factor 40 homolog A";"PRPF40A";2;2;6,10105233435293e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"nuclear matrix, nucleus, nuclear speck, cytoplasm";4,62898671480813e-05
"184";184;"O75494";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"SRS10_HUMAN";"Serine/arginine-rich splicing factor 10";"SRSF10";1;1;6,68554246256766e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"cytoplasm, nuclear speck, nucleoplasm, nucleus";2,31449335740406e-05
"186";186;"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";3;14;0,00137767245801675;2;3;3;2;3;4;4;3;0,00161121269045047;0,00216999380425789;0,00197899695960656;0,00148288772240988;"chromosome, cytosol, nucleoplasm";0,000324029070036569
"189";189;"O75592";"O75592-1,O75592-2";"O75592-1,O75592-2";"MYCB2_HUMAN";"Probable E3 ubiquitin-protein ligase MYCBP2";"MYCBP2";1;2;1,88751306594044e-06;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"axon, microtubule cytoskeleton, nucleus";4,62898671480813e-05
"190";190;"O75607";"O75607";"O75607";"NPM3_HUMAN";"Nucleoplasmin-3";"NPM3";1;4;0,00019681035114525;NA;NA;1;1;NA;NA;2;2;NA;NA;0,00049474923990164;0,000494295907469959;"nucleolus";9,25797342961626e-05
"191";191;"O75608";"O75608-1,O75608-2";"O75608-1,O75608-2";"LYPA1_HUMAN";"Acyl-protein thioesterase 1";"LYPLA1";5;22;0,000418863769067826;5;5;4;5;5;5;5;7;NA;NA;NA;NA;"cytosol, mitochondrion";0,000509188538628894
"192";192;"O75643";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";16;35;0,000143507547710078;11;10;5;6;11;12;5;7;NA;NA;NA;NA;"spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP, nucleus";0,000810072675091422
"195";195;"O75717";"O75717";"O75717";"WDHD1_HUMAN";"WD repeat and HMG-box DNA-binding protein 1";"WDHD1";2;6;4,65441663027296e-05;2;2;1;1;2;2;1;1;8,46754824033611e-05;8,55311995478088e-05;3,90014901251071e-05;3,89657535560907e-05;"nucleus, nucleoplasm, cytoplasm, chromosome, centromeric region";0,000138869601444244
"196";196;"O75821";"O75821";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";8;30;0,00082106818368409;7;6;6;8;8;7;7;8;0,00119498274541743;0,00105617667191614;0,000963214926433505;0,00109980839412066;"eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex, perinuclear region of cytoplasm, nucleus, cytosol, eukaryotic 48S preinitiation complex";0,000694348007221219
"197";197;"O75822";"O75822";"O75822";"EIF3J_HUMAN";"Eukaryotic translation initiation factor 3 subunit J";"EIF3J";4;15;0,000509189571276955;4;3;3;3;5;4;3;3;0,000926343213501886;0,000748563754181985;0,000512007934316813;0,000511538787963098;"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol, eukaryotic translation initiation factor 3 complex";0,00034717400361061
"198";198;"O75832";"O75832-1";"O75832-1";"PSD10_HUMAN";"26S proteasome non-ATPase regulatory subunit 10";"PSMD10";3;9;0,000348772325812711;2;2;2;3;2;2;2;3;NA;NA;NA;NA;"proteasome complex, cytosol, cytoplasm, proteasome regulatory particle, nucleus, intermediate filament cytoskeleton, nucleoplasm";0,000208304402166366
"201";201;"O75909";"O75909-1,O75909-3,O75909-4";"O75909-1,O75909-3,O75909-4";"CCNK_HUMAN";"Cyclin-K";"CCNK";1;2;1,00667363516823e-05;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;NA;"cyclin K-CDK12 complex, cyclin K-CDK13 complex";4,62898671480813e-05
"203";203;"O75925";"O75925";"O75925";"PIAS1_HUMAN";"E3 SUMO-protein ligase PIAS1";"PIAS1";1;1;1,34532421289764e-05;1;NA;NA;NA;1;NA;NA;NA;7,34244390425458e-05;NA;NA;NA;"nucleoplasm, PML body, nucleus, nuclear speck";2,31449335740406e-05
"204";204;"O75937";"O75937";"O75937";"DNJC8_HUMAN";"DnaJ homolog subfamily C member 8";"DNAJC8";8;23;0,000796187329633057;5;5;4;5;6;6;5;6;0,0011335804699612;0,00114503625639695;0,000870211113660987;0,00104329650035161;"nucleoplasm";0,000532333472202935
