"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5824.1.id.csv";"peptide.count.P5824.2.id.csv";"spectra.count.P5824.1.id.csv";"spectra.count.P5824.2.id.csv";"dNSAF.P5824.1.id.csv";"dNSAF.P5824.2.id.csv";"Go.Cc";"norm.sc"
"95";95;"P04179";"P04179-1";"P04179-1";"SODM_HUMAN";"Superoxide dismutase [Mn], mitochondrial";"SOD2";6;9;0,00182381408174513;6;3;6;3;NA;NA;"mitochondrial nucleoid, mitochondrial matrix, mitochondrion, mitochondrial inner membrane";0,00112514064258032
"102";102;"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";12;21;0,00155640147338382;10;11;10;11;0,00185265572093542;0,00199595165443723;"oligosaccharyltransferase complex, rough endoplasmic reticulum, integral component of membrane, melanosome, endoplasmic reticulum membrane";0,00262532816602075
"103";103;"P04844";"P04844-1,P04844-2";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";5;11;0,00039212484483374;5;5;5;6;NA;NA;"endoplasmic reticulum membrane, nucleus, endoplasmic reticulum, rough endoplasmic reticulum, autophagic vacuole membrane, oligosaccharyltransferase complex, integral component of membrane";0,00137517189648706
"119";119;"P06865";"P06865";"P06865";"HEXA_HUMAN";"Beta-hexosaminidase subunit alpha";"HEXA";3;5;0,000425211852706805;2;3;2;3;0,000425165225938678;0,000624613844772332;"lysosomal lumen, membrane";0,000625078134766846
"121";121;"P07099";"P07099";"P07099";"HYEP_HUMAN";"Epoxide hydrolase 1";"EPHX1";9;16;0,0015819749983782;9;7;9;7;0,00222440839636708;0,00169446525069007;"integral component of membrane, endoplasmic reticulum membrane";0,00200025003125391
"129";129;"P07686";"P07686";"P07686";"HEXB_HUMAN";"Beta-hexosaminidase subunit beta";"HEXB";3;3;0,000242737845412122;3;NA;3;NA;0,000606778069752411;NA;"membrane, lysosomal lumen, acrosomal vesicle";0,000375046880860108
"134";134;"P07919";"P07919";"P07919";"QCR6_HUMAN";"Cytochrome b-c1 complex subunit 6, mitochondrial";"UQCRH";2;4;0,00197746874797275;2;2;2;2;0,00247156488485231;0,00242066464384296;"mitochondrial respiratory chain complex III, mitochondrion, mitochondrial respiratory chain, mitochondrial inner membrane";0,000500062507813477
"140";140;"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";5;8;0,00110738249886474;4;4;4;4;0,00138407633551729;0,00135557220055206;"mitochondrion, respiratory chain, mitochondrial inner membrane, integral component of membrane";0,00100012501562695
"161";161;"P10606";"P10606";"P10606";"COX5B_HUMAN";"Cytochrome c oxidase subunit 5B, mitochondrial";"COX5B";5;9;0,00313865679184046;4;5;4;5;0,00348701402359008;0,00426900160057576;"mitochondrion, mitochondrial inner membrane";0,00112514064258032
"176";176;"P12236";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";1;2;0,000635639901326456;1;1;1;1;0,000796669590960039;0,000776156062816089;"mitochondrion, mitochondrial inner membrane, mitochondrial inner membrane presequence translocase complex, integral component of membrane";0,000250031253906738
"178";178;"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";4;6;0,000114229574311587;2;4;2;4;9,51808736866527e-05;0,000186441373330266;"nuclear envelope, nucleoplasm, kinetochore, mitotic spindle, nuclear inclusion body, nucleus, cytoplasm, nuclear pore, cytoplasmic dynein complex, nuclear pore nuclear basket, nuclear membrane, nuclear periphery, extrinsic component of membrane";0,000750093761720215
"179";179;"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";8;13;0,000960322466687914;6;7;6;7;0,00110794287941655;0,00126597978499833;"nonhomologous end joining complex, nuclear telomere cap complex, cytosol, nucleoplasm, membrane, Ku70:Ku80 complex, transcription factor complex, nucleolus, nucleus";0,0016252031503938
"181";181;"P13073";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";5;8;0,00212958172858603;4;4;4;4;0,00266168526061018;0,00260686961644626;"mitochondrial inner membrane, mitochondrion, nucleus";0,00100012501562695
"189";189;"P13674";"P13674-1,P13674-2,P13674-3";"P13674-1,P13674-2,P13674-3";"P4HA1_HUMAN";"Prolyl 4-hydroxylase subunit alpha-1";"P4HA1";5;8;0,000224656249769688;3;5;3;5;NA;NA;"endoplasmic reticulum, endoplasmic reticulum lumen, mitochondrion, intracellular membrane-bounded organelle";0,00100012501562695
"201";201;"P14927";"P14927";"P14927";"QCR7_HUMAN";"Cytochrome b-c1 complex subunit 7";"UQCRB";1;2;0,00081058403633117;1;1;1;1;0,00101311893928631;0,00099225442607977;"mitochondrial respiratory chain, mitochondrial respiratory chain complex III, mitochondrial inner membrane";0,000250031253906738
"210";210;"P16219";"P16219";"P16219";"ACADS_HUMAN";"Short-chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADS";1;1;0,000109192752466942;1;NA;1;NA;0,000272951947234903;NA;"mitochondrion, mitochondrial membrane, mitochondrial matrix";0,000125015626953369
"211";211;"P16435";"P16435";"P16435";"NCPR_HUMAN";"NADPH--cytochrome P450 reductase";"POR";3;5;0,000332255642661595;2;3;2;3;0,000332219209042187;0,000488066061867893;"intracellular membrane-bounded organelle, endoplasmic reticulum membrane, mitochondrion";0,000625078134766846
"226";226;"P18859";"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";4;10;0,00416550129781296;3;4;4;6;0,00416504452817704;0,00611890229415858;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial inner membrane, mitochondrion, mitochondrial proton-transporting ATP synthase complex";0,00125015626953369
"228";228;"P19404";"P19404";"P19404";"NDUV2_HUMAN";"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial";"NDUFV2";5;9;0,00162605110902578;5;4;5;4;0,00225815667190322;0,00176932114529887;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrion";0,00112514064258032
"231";231;"P20674";"P20674";"P20674";"COX5A_HUMAN";"Cytochrome c oxidase subunit 5A, mitochondrial";"COX5A";5;8;0,00239932874754026;4;4;4;4;0,00299883206028747;0,00293707310119612;"mitochondrial inner membrane";0,00100012501562695
"232";232;"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";18;39;0,00323845457866746;15;17;17;22;0,00355896141191424;0,00444125103944616;"nuclear envelope, nucleoplasm, nuclear membrane, lamin filament, nuclear inner membrane";0,0048756094511814
"235";235;"P21912";"P21912";"P21912";"DHSB_HUMAN";"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial";"SDHB";6;11;0,00176736269350064;6;5;6;5;0,002409775762731;0,0019667900231224;"mitochondrial respiratory chain complex II, mitochondrion, mitochondrial inner membrane";0,00137517189648706
"239";239;"P22307";"P22307-1";"P22307-1";"NLTP_HUMAN";"Non-specific lipid-transfer protein";"SCP2";4;7;0,000575707309167568;3;3;3;4;NA;NA;"mitochondrion, cytoplasm, peroxisomal matrix, nucleus, protein complex, intracellular membrane-bounded organelle, peroxisome";0,000875109388673584
"242";242;"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";10;22;0,00218481922375355;10;10;11;11;0,00273072455820879;0,00267448709546004;"mitochondrial inner membrane, mitochondrion, mitochondrial respiratory chain complex III";0,00275034379297412
"243";243;"P22830";"P22830-1,P22830-2";"P22830-1,P22830-2";"HEMH_HUMAN";"Ferrochelatase, mitochondrial";"FECH";2;2;0,000106353224625012;NA;2;NA;2;NA;NA;"mitochondrial inner membrane, mitochondrial matrix";0,000250031253906738
"244";244;"P23219";"P23219-1,P23219-2";"P23219-1,P23219-2";"PGH1_HUMAN";"Prostaglandin G/H synthase 1";"PTGS1";1;1;3,75520985111686e-05;1;NA;1;NA;NA;NA;"nucleus, cytoplasm, photoreceptor outer segment, intracellular membrane-bounded organelle, endoplasmic reticulum membrane";0,000125015626953369
"247";247;"P23368";"P23368-1";"P23368-1";"MAOM_HUMAN";"NAD-dependent malic enzyme, mitochondrial";"ME2";15;27;0,00207989756582579;12;14;13;14;NA;NA;"mitochondrial matrix, intracellular membrane-bounded organelle, mitochondrion";0,00337542192774097
"251";251;"P23786";"P23786";"P23786";"CPT2_HUMAN";"Carnitine O-palmitoyltransferase 2, mitochondrial";"CPT2";4;7;0,000478589510812553;4;3;4;3;0,000683624329852767;0,000502159154839762;"nucleolus, mitochondrion, nucleus, mitochondrial inner membrane";0,000875109388673584
"253";253;"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";10;24;0,00421757006403562;10;10;12;12;0,00527138448097407;0,00516282381069631;"mitochondrion, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial matrix";0,00300037504688086
"254";254;"P24557";"P24557";"P24557";"THAS_HUMAN";"Thromboxane-A synthase";"TBXAS1";12;21;0,00177248723141459;10;10;11;10;0,00232085970894668;0,00206642103742691;"integral component of membrane, endoplasmic reticulum membrane";0,00262532816602075
"256";256;"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";10;18;0,00100219486670153;9;8;9;9;0,00125260621330077;0,00122680961838328;"centrosome, nucleoplasm, intracellular membrane-bounded organelle, alpha DNA polymerase:primase complex, nucleus, perinuclear region of cytoplasm, MCM complex";0,00225028128516064
"271";271;"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";27;79;0,00600338801907773;27;26;40;39;0,00759839204464731;0,00725586049070832;"melanosome, endoplasmic reticulum membrane, neuronal cell body, endoplasmic reticulum lumen, endoplasmic reticulum, ribosome, axon, dendritic spine, integral component of lumenal side of endoplasmic reticulum membrane, dendrite cytoplasm, protein complex";0,00987623452931616
"274";274;"P29590";"P29590-1,P29590-10,P29590-11,P29590-12,P29590-13,P29590-14,P29590-2,P29590-3,P29590-4,P29590-5,P29590-8,P29590-9";"P29590-1,P29590-10,P29590-11,P29590-12,P29590-13,P29590-14,P29590-2,P29590-3,P29590-4,P29590-5,P29590-8,P29590-9";"PML_HUMAN";"Protein PML";"PML";1;1;4,25051152838057e-06;1;NA;1;NA;NA;NA;"cytoplasm, nuclear membrane, cytosol, nucleolus, nucleoplasm, extrinsic component of endoplasmic reticulum membrane, PML body, nuclear matrix, nucleus, early endosome membrane";0,000125015626953369
"281";281;"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";2;4;0,00149958046721267;2;2;2;2;0,00178501908350445;0,0019667900231224;"mitochondrial proton-transporting ATP synthase complex, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial inner membrane, mitochondrion";0,000500062507813477
"285";285;"P30153";"P30153";"P30153";"2AAA_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform";"PPP2R1A";3;4;0,000305517242895619;3;NA;4;NA;0,000763709353214127;NA;"protein phosphatase type 2A complex, nucleus, mitochondrion, chromosome, centromeric region, cytosol, microtubule cytoskeleton, membrane";0,000500062507813477
"286";286;"P30405";"P30405";"P30405";"PPIF_HUMAN";"Peptidyl-prolyl cis-trans isomerase F, mitochondrial";"PPIF";3;7;0,00152131351746212;3;2;3;4;0,00162980003276493;0,00212831384144646;"membrane, mitochondrial matrix, mitochondrial inner membrane";0,000875109388673584
"299";299;"P31040";"P31040";"P31040";"DHSA_HUMAN";"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial";"SDHA";14;35;0,00237132453399593;12;14;17;18;0,0028791497566766;0,00298572943269184;"mitochondrial respiratory chain complex II, mitochondrion, mitochondrial inner membrane";0,00437554694336792
"302";302;"P31930";"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";13;25;0,00263598129002226;11;10;13;12;0,00340400514196234;0,00312064017002088;"mitochondrion, mitochondrial respiratory chain, mitochondrial inner membrane, mitochondrial respiratory chain complex III";0,00312539067383423
"326";326;"P36542";"P36542-1";"P36542-1";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";11;22;0,00332121848443074;10;10;11;11;NA;NA;"mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial matrix, mitochondrial inner membrane";0,00275034379297412
"330";330;"P36873";"P36873-1,P36873-2,P62136-1,P62136-2,P62140";"P36873-1,P36873-2,P62136-1,P62136-2,P62140";"PP1A_HUMAN, PP1B_HUMAN, PP1G_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit, Serine/threonine-protein phosphatase PP1-beta catalytic subunit, Serine/threonine-protein phosphatase PP1-gamma catalytic subunit";"PPP1CA, PPP1CB, PPP1CC";3;4;0,000110195747743735;2;2;2;2;0,000687805518414558;0,000673640619540395;"midbody, nucleolus, PTW/PP1 phosphatase complex, MLL5-L complex, nuclear speck, condensed chromosome kinetochore, cytosol, nucleus, mitochondrial outer membrane, dendritic spine, cleavage furrow, cytoplasm, mitochondrion, protein complex";0,000500062507813477
"332";332;"P37268";"P37268";"P37268";"FDFT_HUMAN";"Squalene synthase";"FDFT1";4;6;0,000647300921098992;3;3;3;3;0,000809037426336548;0,00079237583665363;"endoplasmic reticulum membrane, endoplasmic reticulum, integral component of membrane";0,000750093761720215
"334";334;"P38117";"P38117-1,P38117-2";"P38117-1,P38117-2";"ETFB_HUMAN";"Electron transfer flavoprotein subunit beta";"ETFB";9;19;0,00167600169864945;9;8;10;9;NA;NA;"intracellular membrane-bounded organelle, mitochondrial matrix, mitochondrion";0,00237529691211401
"339";339;"P39656";"P39656";"P39656";"OST48_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit";"DDOST";3;6;0,000591939658110263;3;3;3;3;0,000739843435926185;0,000724606850624043;"intracellular membrane-bounded organelle, endoplasmic reticulum, oligosaccharyltransferase complex, endoplasmic reticulum membrane, protein complex, integral component of membrane";0,000750093761720215
"345";345;"P40939";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";20;42;0,00247637141374569;17;18;20;22;0,00294773793606239;0,00317573434926186;"mitochondrial fatty acid beta-oxidation multienzyme complex, mitochondrial nucleoid, mitochondrial inner membrane, mitochondrion";0,0052506563320415
"348";348;"P42126";"P42126-1,P42126-2";"P42126-1,P42126-2";"ECI1_HUMAN";"Enoyl-CoA delta isomerase 1, mitochondrial";"ECI1";8;18;0,00134068452366695;7;7;10;8;NA;NA;"mitochondrial matrix, mitochondrion, mitochondrial inner membrane";0,00225028128516064
"349";349;"P42167";"P42167-2";"P42167-2";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";1;1;0,000561516915035579;1;0;1;0;NA;NA;"nuclear membrane, nuclear envelope, integral component of membrane, nucleus, nuclear inner membrane";0,000125015626953369
"350";350;"P42167";"P42167-1";"P42167-1";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";1;2;0,00112303383007116;1;1;1;1;NA;NA;"nuclear membrane, nuclear envelope, integral component of membrane, nucleus, nuclear inner membrane";0,000250031253906738
"352";352;"P42704";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";26;52;0,0016781531770816;20;25;25;27;0,00201678985403121;0,00213327583569661;"nucleoplasm, cytoskeleton, ribonucleoprotein complex, mitochondrion, microtubule, nuclear outer membrane, nucleus, condensed nuclear chromosome, mitochondrial nucleoid, nuclear inner membrane, perinuclear region of cytoplasm";0,0065008126015752
"353";353;"P42765";"P42765";"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";15;28;0,00317291585002176;13;13;14;14;0,00396570990340283;0,0038840387358387;"mitochondrial inner membrane, mitochondrion";0,00350043755469434
"356";356;"P43243";"P43243-1";"P43243-1";"MATR3_HUMAN";"Matrin-3";"MATR3";4;7;0,000371796810052727;4;2;4;3;NA;NA;"nucleus, nuclear matrix, nuclear inner membrane";0,000875109388673584
"357";357;"P43304";"P43304-1,P43304-2";"P43304-1,P43304-2";"GPDM_HUMAN";"Glycerol-3-phosphate dehydrogenase, mitochondrial";"GPD2";6;9;0,000278464048244443;5;4;5;4;NA;NA;"glycerol-3-phosphate dehydrogenase complex, mitochondrial inner membrane";0,00112514064258032
"358";358;"P43307";"P43307-1";"P43307-1";"SSRA_HUMAN";"Translocon-associated protein subunit alpha";"SSR1";3;5;0,000786493252034615;2;3;2;3;NA;NA;"integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum";0,000625078134766846
"359";359;"P46060";"P46060";"P46060";"RAGP1_HUMAN";"Ran GTPase-activating protein 1";"RANGAP1";3;4;0,000306558187505145;3;NA;4;NA;0,000766311429374993;NA;"cytosol, condensed chromosome kinetochore, nuclear membrane, nuclear pore, perinuclear region of cytoplasm, spindle pole, cytoplasm";0,000500062507813477
"365";365;"P47712";"P47712";"P47712";"PA24A_HUMAN";"Cytosolic phospholipase A2";"PLA2G4A";2;2;0,00012012660618526;2;NA;2;NA;0,000300283584140935;NA;"cytosol, Golgi apparatus, cytoplasm, mitochondrial inner membrane, cytoplasmic membrane-bounded vesicle, endoplasmic reticulum membrane";0,000250031253906738
"368";368;"P47985";"P47985";"P47985";"UCRI_HUMAN";"Cytochrome b-c1 complex subunit Rieske, mitochondrial";"UQCRFS1";2;4;0,000656750569582189;2;2;2;2;0,000820848191684527;0,000803943367115726;"mitochondrial inner membrane, mitochondrial respiratory chain complex III, mitochondrion";0,000500062507813477
