"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6159-1.id.csv";"peptide.count.P6159-2.id.csv";"spectra.count.P6159-1.id.csv";"spectra.count.P6159-2.id.csv";"dNSAF.P6159-1.id.csv";"dNSAF.P6159-2.id.csv"
"P07954-1,P07954-2";"P07954-1,P07954-2";"P07954-[1,2]";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";1;1;0,00168165148186707;1;NA;1;NA;NA;NA
"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";1;2;0,0116290475356231;1;1;1;1;0,0110361483515847;0,0204824376456668
"P09972";"P09972";"P09972";"ALDOC_HUMAN";"Fructose-bisphosphate aldolase C";"ALDOC";1;3;0,0150794242769619;1;1;1;2;0,0100621476213796;0,0331995555245697
"P0C0S5,Q71UI9-1,Q71UI9-2";"P0C0S5,Q71UI9-1,Q71UI9-2";"P0C0S5, Q71UI9-[1,2]";"H2AV_HUMAN, H2AZ_HUMAN";"Histone H2A.V, Histone H2A.Z";"H2AFV, H2AFZ";1;1;0,00714701879793505;1;0;1;0;0,0381523097310643;NA
"P11142-1,P11142-2";"P11142-1,P11142-2";"P11142-[1,2]";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";2;3;0,00398285877284306;2;NA;3;NA;NA;NA
"P12236";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";1;1;0,00575598829363896;1;NA;1;NA;0,0109250461869714;NA
"P17844,Q92841-1,Q92841-2,Q92841-3,Q92841-4";"P17844,Q92841-1,Q92841-2,Q92841-3,Q92841-4";"P17844, Q92841-[1-4]";"DDX17_HUMAN, DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX17, Probable ATP-dependent RNA helicase DDX5";"DDX17, DDX5";1;1;0,000485916292210881;NA;1;NA;1;NA;0,00984091059523077
"P22061-1,P22061-2";"P22061-1,P22061-2";"P22061-[1,2]";"PIMT_HUMAN";"Protein-L-isoaspartate(D-aspartate) O-methyltransferase";"PCMT1";1;1;0,00377815971697007;1;NA;1;NA;NA;NA
"P23396-1,P23396-2";"P23396-1,P23396-2";"P23396-[1,2]";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";1;1;0,00352939199898027;1;NA;1;NA;NA;NA
"P27708";"P27708";"P27708";"PYR1_HUMAN";"CAD protein";"CAD";1;1;0,000770914387192994;1;NA;1;NA;0,00146321966908651;NA
"P30050-1,P30050-2";"P30050-1,P30050-2";"P30050-[1,2]";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";1;1;0,00519783185304367;NA;1;NA;1;NA;NA
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";1;1;0,0025261922113467;1;NA;1;NA;0,00479479199369291;NA
"P39656";"P39656";"P39656";"OST48_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit";"DDOST";1;1;0,00376158884101845;1;NA;1;NA;0,00713961351692431;NA
"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";1;1;0,00507480624705447;1;NA;1;NA;0,00963214131277362;NA
"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";1;1;0,00577536872560408;1;NA;1;NA;0,0109618308542676;NA
"P46782";"P46782";"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";1;1;0,00840825740933535;1;NA;1;NA;0,0159591360966543;NA
"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";1;1;0,00649728981630459;1;NA;1;NA;0,0123320597110511;NA
"P61604";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";1;1;0,0168165148186707;1;NA;1;NA;0,0319182721933087;NA
"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";1;1;0,00688869281728679;1;NA;1;NA;0,0130749548743674;NA
"P62829";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";1;1;0,0122520322250315;1;NA;1;NA;0,0232547411694106;NA
"P62888";"P62888";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";1;2;0,0298310349826854;1;1;1;1;0,0283101196844999;0,0525419052649712
"P62913-1,P62913-2";"P62913-1,P62913-2";"P62913-[1,2]";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";1;1;0,00481821491995621;1;NA;1;NA;NA;NA
"P62917";"P62917";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";1;1;0,00667425879962806;1;NA;1;NA;0,0126679523880058;NA
"P63244";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";1;1;0,00541099214985619;1;NA;1;NA;0,0102702326931151;NA
"P68104,Q5VTE0";"P68104,Q5VTE0";"P68104, Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";3;6;0,011138211113665;3;3;3;3;0,0105703368951866;0,0196179191736094
"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";1;1;0,0059558489982792;1;NA;1;NA;0,0113043880684635;NA
"Q13576-1,Q13576-2";"Q13576-1,Q13576-2";"Q13576-[1,2]";"IQGA2_HUMAN";"Ras GTPase-activating-like protein IQGAP2";"IQGAP2";1;1;0,000544534765556956;1;NA;1;NA;NA;NA
"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-[1-4]";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";1;1;0,00241589367817523;NA;1;NA;1;NA;NA
"Q15363";"Q15363";"Q15363";"TMED2_HUMAN";"Transmembrane emp24 domain-containing protein 2";"TMED2";1;2;0,0170675075771583;1;NA;2;NA;0,0323946643155969;NA
"Q16777,Q6FI13";"Q16777,Q6FI13";"Q6FI13, Q16777";"H2A2A_HUMAN, H2A2C_HUMAN";"Histone H2A type 2-A, Histone H2A type 2-C";"HIST2H2AA4,HIST2H2AA3, HIST2H2AC";1;1;0,0122520322250315;1;0;1;0;0,0230452389967132;NA
"Q71DI3";"Q71DI3";"Q71DI3";"H32_HUMAN";"Histone H3.2";"HIST2H3D,HIST2H3C,HIST2H3A";5;7;0,0882867027980212;3;4;3;4;0,0718161124349445;0,177715267807991
"Q8NCA5-1,Q8NCA5-2";"Q8NCA5-1,Q8NCA5-2";"Q8NCA5-[1,2]";"FA98A_HUMAN";"Protein FAM98A";"FAM98A";1;1;0,00165248989547631;1;NA;1;NA;NA;NA
"Q99729-2,Q99729-3";"Q99729-2,Q99729-3";"Q99729-[2,3]";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";1;1;0,00516651961296509;NA;1;NA;1;NA;NA
"Q9ULV4-1,Q9ULV4-2,Q9ULV4-3";"Q9ULV4-1,Q9ULV4-2,Q9ULV4-3";"Q9ULV4-[1-3]";"COR1C_HUMAN";"Coronin-1C";"CORO1C";1;1;0,00120624789838566;1;NA;1;NA;NA;NA
"Q9UQ80";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";1;1;0,00435351398858988;1;NA;1;NA;0,00826310599928296;NA
"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";9;13;0,0494427907972447;7;5;8;5;0,0577501332810197;0,0669880166903735
"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;2;0,0167031450558482;1;1;1;1;0,0164612212772232;0,0271564903616705
"P14618-1";"P14618-1";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase PKM";"PKM";6;7;0,0226120368748227;5;2;5;2;NA;NA
"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"O60814, P58876, P62807, Q5QNW6-[1,2], Q93079, Q99877, Q99879, Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";5;8;0,0121007725679324;4;4;4;4;0,0147649150281972;0,0274028077345655
"P04908,P0C0S8,P20671,Q7L7L0,Q93077,Q96KK5,Q99878,Q9BTM1-1";"P04908,P0C0S8,P20671,Q7L7L0,Q93077,Q96KK5,Q99878,Q9BTM1-1";"P04908, P0C0S8, P20671, Q7L7L0, Q93077, Q96KK5, Q99878, Q9BTM1-1";"H2A1_HUMAN, H2A1B_HUMAN, H2A1C_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A3_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 3, Histone H2A.J";"H2AFJ, HIST1H2AC, HIST1H2AD, HIST1H2AE,HIST1H2AB, HIST1H2AH, HIST1H2AJ, HIST1H2AK,HIST1H2AI,HIST1H2AG,HIST1H2AL,HIST1H2AM, HIST3H2A";1;3;0,00919790245299467;1;1;2;1;0,013175975497017;0,0133384527714607
