"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5745.3.id.csv";"peptide.count.P5745.4.id.csv";"spectra.count.P5745.3.id.csv";"spectra.count.P5745.4.id.csv";"dNSAF.P5745.3.id.csv";"dNSAF.P5745.4.id.csv";"Go.Cc";"norm.sc"
"117";117;"P46783";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";4;6;0,00706851527249098;2;4;2;4;0,00523223715409172;0,00987013150663128;"nucleolus, cytosolic small ribosomal subunit";0,00374531835205993
"126";126;"P51991";"P51991-1,P51991-2";"P51991-1,P51991-2";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";1;1;0,000257121917980823;1;NA;1;NA;NA;NA;"nucleoplasm, nucleolus, catalytic step 2 spliceosome";0,000624219725343321
"129";129;"P57721";"P57721-1,P57721-2,P57721-3,P57721-4,P57721-5,Q15365,Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"P57721-1,P57721-2,P57721-3,P57721-4,P57721-5,Q15365,Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"PCBP1_HUMAN, PCBP2_HUMAN, PCBP3_HUMAN";"Poly(rC)-binding protein 1, Poly(rC)-binding protein 2, Poly(rC)-binding protein 3";"PCBP1, PCBP2, PCBP3";2;2;8,83363644596691e-05;NA;2;NA;2;NA;0,00228731980139629;"ribonucleoprotein complex, cytosol, nucleus, mitochondrion";0,00124843945068664
"132";132;"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";4;6;0,00571718147039712;3;3;3;3;0,00634793478253774;0,00598739595071383;"cytosolic large ribosomal subunit";0,00374531835205993
"139";139;"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";4;7;0,00951530902066093;3;4;3;4;0,00905579507438951;0,0113886132768823;"cytosolic small ribosomal subunit";0,00436953807740325
"142";142;"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";3;6;0,00468395590345788;3;3;3;3;0,00520071765316345;0,00490533644154868;"cytosolic small ribosomal subunit, nucleolus";0,00374531835205993
"149";149;"P62917";"P62917";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";3;3;0,00226907591432103;3;NA;3;NA;0,00503882760948521;NA;"cytosolic large ribosomal subunit";0,00187265917602996
"158";158;"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";12;21;0,00905114760501894;10;11;10;11;0,00957116552577753;0,00993031523533026;"microtubule, cytoplasmic microtubule";0,0131086142322097
"160";160;"P78527";"P78527-1,P78527-2";"P78527-1,P78527-2";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";6;8;0,000188356753869672;5;3;5;3;NA;NA;"nucleolus, nucleoplasm, cytosol, DNA-dependent protein kinase-DNA ligase 4 complex, transcription factor complex";0,00499375780274657
"162";162;"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";2;2;0,0019835119387092;NA;2;NA;2;NA;0,00415451963927082;"cytosolic large ribosomal subunit";0,00124843945068664
"163";163;"P84103";"P84103";"P84103";"SRSF3_HUMAN";"Serine/arginine-rich splicing factor 3";"SRSF3";2;2;0,00237053865845734;NA;2;NA;2;NA;0,00496515761766513;"nucleoplasm, cytoplasm";0,00124843945068664
"166";166;"Q01105";"Q01105-1,Q01105-2";"Q01105-1,Q01105-2";"SET_HUMAN";"Protein SET";"SET";2;2;0,000670290241356903;2;NA;2;NA;NA;NA;"nucleoplasm, protein complex, cytosol, perinuclear region of cytoplasm, endoplasmic reticulum";0,00124843945068664
"167";167;"Q01546";"Q01546";"Q01546";"K22O_HUMAN";"Keratin, type II cytoskeletal 2 oral";"KRT76";0;0;0;0;0;0;0;0;0;"intermediate filament, keratin filament";0
"172";172;"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";5;9;0,00930562515926339;5;4;5;4;0,0114803075854406;0,00866261541805405;"cytosolic large ribosomal subunit";0,00561797752808989
"173";173;"Q07955";"Q07955-1";"Q07955-1";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";4;6;0,00470284282242343;2;4;2;4;NA;NA;"catalytic step 2 spliceosome, cytoplasm, nuclear speck";0,00374531835205993
"174";174;"Q08211";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";4;5;0,000765292007848433;3;2;3;2;NA;NA;"CRD-mediated mRNA stability complex, ribonucleoprotein complex, nucleoplasm, cytosol, centrosome, nucleolus";0,0031210986267166
"179";179;"Q14103";"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";2;3;0,000616006172514619;1;2;1;2;NA;NA;"nucleoplasm, ribonucleoprotein complex, cytosol";0,00187265917602996
"180";180;"Q14CN4";"Q14CN4-1,Q14CN4-2";"Q14CN4-1,Q14CN4-2";"K2C72_HUMAN";"Keratin, type II cytoskeletal 72";"KRT72";1;1;0,000216452404634981;1;0;1;0;NA;NA;"keratin filament";0,000624219725343321
"181";181;"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";3;5;0,00206352622073781;2;3;2;3;0,0018329493214971;0,00259326703597796;"paraspeckles, nuclear speck, nuclear matrix, nucleolus";0,0031210986267166
"182";182;"Q5D862";"Q5D862";"Q5D862";"FILA2_HUMAN";"Filaggrin-2";"FLG2";5;8;0,000650386181492269;4;4;4;4;0,000722140636072884;0,000681125762690992;"cytoplasm";0,00499375780274657
"185";185;"Q6KB66";"Q6KB66-1,Q6KB66-2,Q6KB66-3";"Q6KB66-1,Q6KB66-2,Q6KB66-3";"K2C80_HUMAN";"Keratin, type II cytoskeletal 80";"KRT80";3;4;0,000580354990415926;2;2;2;2;NA;NA;"keratin filament";0,00249687890137328
"187";187;"Q7L7L0";"P04908,Q7L7L0,Q93077";"P04908,Q7L7L0,Q93077";"H2A1B_HUMAN, H2A1C_HUMAN, H2A3_HUMAN";"Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 3";"HIST1H2AB,HIST1H2AE, HIST1H2AC, HIST3H2A";3;8;0,00688727129114506;3;3;4;4;0,0073787959865396;0,00751648476274229;"nucleosome, nucleus";0,00499375780274657
"188";188;"Q7Z794";"Q7Z794";"Q7Z794";"K2C1B_HUMAN";"Keratin, type II cytoskeletal 1b";"KRT77";3;4;0,00148101672694055;3;1;3;1;0,00245770309227664;0,000778490302539038;"keratin filament";0,00249687890137328
"195";195;"Q92841";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";1;1;0,000149987785488813;NA;1;NA;1;NA;NA;"nucleus, nucleolus";0,000624219725343321
"196";196;"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";2;2;0,000546790914187066;NA;2;NA;2;NA;0,00114526842376523;"cytoplasmic stress granule, cytosol, nucleoplasm";0,00124843945068664
"199";199;"Q99729";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";1;1;0,000219560432974588;1;NA;1;NA;NA;NA;"nucleus, cytoplasm, ribonucleoprotein complex";0,000624219725343321
"200";200;"Q99996";"Q99996-1,Q99996-2,Q99996-3,Q99996-5,Q99996-6";"Q99996-1,Q99996-2,Q99996-3,Q99996-5,Q99996-6";"AKAP9_HUMAN";"A-kinase anchor protein 9";"AKAP9";2;2;1,98807639983126e-05;2;NA;2;NA;NA;NA;"Golgi apparatus, voltage-gated potassium channel complex, cytosol, centrosome, pericentriolar material";0,00124843945068664
