"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc"
"47";47;"O00763";"O00763-1";"ACACB_HUMAN";"Acetyl-CoA carboxylase 2";"ACACB";1;1;"1.81381929333881E-5";1;0;1;0;"0";"0";10;"mitochondrion, endomembrane system, membrane, cytosol";4,93827160493827e-05
"51";51;"O14617";"O14617-1";"AP3D1_HUMAN";"AP-3 complex subunit delta-1";"AP3D1";2;2;"4.24584796846249E-5";0;2;0;2;"0";"0";1;"terminal bouton, lysosomal membrane, membrane coat, Golgi membrane, Golgi apparatus, endosome membrane";9,87654320987654e-05
"52";52;"O14617";"O14617-3";"AP3D1_HUMAN";"AP-3 complex subunit delta-1";"AP3D1";1;1;"2.12292398423125E-5";0;1;0;1;"0";"0";1;"terminal bouton, lysosomal membrane, membrane coat, Golgi membrane, Golgi apparatus, endosome membrane";4,93827160493827e-05
"71";71;"O14983";"O14983-2";"AT2A1_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1";"ATP2A1";3;5;"1.39730632442907E-4";3;0;5;0;"0";"0";6;"sarcoplasmic reticulum membrane, H zone, platelet dense tubular network membrane, endoplasmic reticulum-Golgi intermediate compartment, calcium channel complex, perinuclear region of cytoplasm, endoplasmic reticulum membrane, sarcoplasmic reticulum, I band";0,000246913580246914
"72";72;"O14983";"O14983-1";"AT2A1_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1";"ATP2A1";1;1;"2.79461264885815E-5";1;0;1;0;"0";"0";6;"sarcoplasmic reticulum membrane, H zone, platelet dense tubular network membrane, endoplasmic reticulum-Golgi intermediate compartment, calcium channel complex, perinuclear region of cytoplasm, endoplasmic reticulum membrane, sarcoplasmic reticulum, I band";4,93827160493827e-05
"79";79;"O15056";"O15056-3";"SYNJ2_HUMAN";"Synaptojanin-2";"SYNJ2";2;3;"3.68141413508818E-5";0;2;0;3;"0";"0";0;"membrane, cytosol";0,000148148148148148
"80";80;"O15085";"O15085-2";"ARHGB_HUMAN";"Rho guanine nucleotide exchange factor 11";"ARHGEF11";2;2;"2.41235021729825E-5";2;0;2;0;"0";"0";0;"membrane, cytosol";9,87654320987654e-05
"82";82;"O15126";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";2;4;"2.17254262173251E-4";2;0;4;0;"0";"0";0;"integral component of membrane, Golgi apparatus, trans-Golgi network, recycling endosome membrane";0,000197530864197531
"88";88;"O15258";"O15258";"RER1_HUMAN";"Protein RER1";"RER1";2;2;"1.87326379118773E-4";2;0;2;0;"3.76549203124196E-4";"0";0;"integral component of Golgi membrane";9,87654320987654e-05
"89";89;"O15269";"O15269-1";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";7;15;"5.821771190372E-4";7;0;15;0;"0";"0";0;"integral component of membrane, SPOTS complex";0,000740740740740741
"90";90;"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";3;6;"1.9599272406021E-4";3;0;6;0;"3.93969628891508E-4";"0";0;"integral component of membrane, mitochondrion, serine C-palmitoyltransferase complex";0,000296296296296296
"101";101;"O43166";"O43166-2";"SI1L1_HUMAN";"Signal-induced proliferation-associated 1-like protein 1";"SIPA1L1";2;2;"2.03525334297558E-5";2;0;2;0;"0";"0";0;"dendritic spine, postsynaptic density, postsynaptic membrane, cytoplasm, cell junction";9,87654320987654e-05
"120";120;"O43736";"O43736-1,O43736-2";"ITM2A_HUMAN";"Integral membrane protein 2A";"ITM2A";7;16;"5.58417799350257E-4";7;0;16;0;"0";"0";0;"integral component of membrane";0,000790123456790123
"129";129;"O60313";"O60313-1";"OPA1_HUMAN";"Dynamin-like 120 kDa protein, mitochondrial";"OPA1";3;3;"5.73687036051241E-5";3;0;3;0;"0";"0";0;"integral component of membrane, mitochondrial intermembrane space, dendrite, mitochondrial crista, mitochondrial outer membrane";0,000148148148148148
"130";130;"O60333";"O60333-2";"KIF1B_HUMAN";"Kinesin-like protein KIF1B";"KIF1B";2;2;"2.02180453233918E-5";0;2;0;2;"0";"0";0;"cytoplasmic vesicle membrane, mitochondrion, microtubule, kinesin complex, neuron projection, microtubule associated complex";9,87654320987654e-05
"131";131;"O60343";"O60343-2";"TBCD4_HUMAN";"TBC1 domain family member 4";"TBC1D4";2;2;"2.82865718854233E-5";0;2;0;2;"0";"0";0;"cytoplasmic vesicle membrane";9,87654320987654e-05
"132";132;"O60423";"O60423-3";"AT8B3_HUMAN";"Probable phospholipid-transporting ATPase IK";"ATP8B3";2;2;"3.25881393259877E-5";0;2;0;2;"0";"0";2;"integral component of membrane, acrosomal vesicle";9,87654320987654e-05
"138";138;"O60610";"O60610-2";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";6;9;"1.2989140438896E-4";6;0;9;0;"0";"0";0;"mitotic spindle, cytoplasm, ruffle membrane, neuron projection";0,000444444444444444
"141";141;"O60763";"O60763-1,O60763-2";"USO1_HUMAN";"General vesicular transport factor p115";"USO1";4;4;"3.81662893007063E-5";2;2;2;2;"0";"0";0;"cytosol, Golgi membrane";0,000197530864197531
"171";171;"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";2;3;"2.56157932376368E-4";2;0;3;0;"5.14909142876808E-4";"0";0;"Golgi apparatus, melanosome, integral component of membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment";0,000148148148148148
"186";186;"O75901";"O75901";"RASF9_HUMAN";"Ras association domain-containing protein 9";"RASSF9";1;1;"4.22022647210108E-5";0;1;0;1;"0";"1.76555495160277E-4";0;"endosome, cytosol, trans-Golgi network transport vesicle membrane";4,93827160493827e-05
"199";199;"O76054";"O76054-1";"S14L2_HUMAN";"SEC14-like protein 2";"SEC14L2";3;3;"1.3665993910898E-4";3;0;3;0;"0";"0";0;"cytoplasm, nucleus, integral component of membrane";0,000148148148148148
"202";202;"O94762";"O94762-1";"RECQ5_HUMAN";"ATP-dependent DNA helicase Q5";"RECQL5";2;2;"3.70494150426634E-5";2;0;2;0;"0";"0";0;"nucleolus, cytoplasm, nuclear membrane, DNA-directed RNA polymerase II, holoenzyme";9,87654320987654e-05
"205";205;"O94826";"O94826";"TOM70_HUMAN";"Mitochondrial import receptor subunit TOM70";"TOMM70A";2;3;"9.0582163587038E-5";2;0;3;0;"1.82081358089661E-4";"0";0;"integral component of membrane, mitochondrial outer membrane translocase complex";0,000148148148148148
"211";211;"O94910";"O94910-2";"LPHN1_HUMAN";"Latrophilin-1";"LPHN1";2;2;"2.49090707647757E-5";0;2;0;2;"0";"0";0;"integral component of membrane, growth cone, presynaptic membrane, cell junction, axon";9,87654320987654e-05
"213";213;"O94979";"O94979-9";"SC31A_HUMAN";"Protein transport protein Sec31A";"SEC31A";5;9;"1.35427759330129E-4";2;5;2;7;"0";"0";0;"endoplasmic reticulum membrane, Golgi membrane, cytosol, COPII vesicle coat, perinuclear region of cytoplasm";0,000444444444444444
"217";217;"O95202";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";10;21;"5.2167481492075E-4";9;3;14;7;"0";"0";0;"mitochondrial inner membrane, integral component of membrane";0,00103703703703704
"228";228;"O95573";"O95573";"ACSL3_HUMAN";"Long-chain-fatty-acid--CoA ligase 3";"ACSL3";3;4;"1.28760868091501E-4";3;0;4;0;"2.66963729907283E-4";"0";4;"endoplasmic reticulum, peroxisomal membrane, integral component of membrane, lipid particle, mitochondrial outer membrane, Golgi apparatus, endoplasmic reticulum membrane, perinuclear region of cytoplasm";0,000197530864197531
"234";234;"O95714";"O95714";"HERC2_HUMAN";"E3 ubiquitin-protein ligase HERC2";"HERC2";2;4;"1.51907200278359E-5";0;2;0;4;"0";"6.35512125732068E-5";0;"centriole, cytoplasm, nucleus, mitochondrial inner membrane";0,000197530864197531
"241";241;"O95831";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";10;26;"3.89321055460549E-4";8;6;14;12;"0";"0";0;"perinuclear region of cytoplasm, mitochondrial inner membrane, nucleus, cytosol, mitochondrial intermembrane space";0,00128395061728395
"244";244;"O95996";"O95996-3";"APC2_HUMAN";"Adenomatous polyposis coli protein 2";"APC2";2;2;"1.59426705632998E-5";0;2;0;2;"0";"0";0;"Golgi membrane, cytoplasmic microtubule, actin filament, catenin complex, perinuclear region of cytoplasm, Golgi apparatus, lamellipodium membrane";9,87654320987654e-05
"246";246;"O96028";"O96028-3";"NSD2_HUMAN";"Histone-lysine N-methyltransferase NSD2";"WHSC1";4;5;"6.72453668631491E-5";4;0;5;0;"0";"0";0;"chromosome, nuclear membrane, nucleolus, cytoplasm";0,000246913580246914
"247";247;"O96028";"O96028-2";"NSD2_HUMAN";"Histone-lysine N-methyltransferase NSD2";"WHSC1";2;2;"2.68981467452596E-5";2;0;2;0;"0";"0";0;"chromosome, nuclear membrane, nucleolus, cytoplasm";9,87654320987654e-05
"251";251;"P00403";"P00403";"COX2_HUMAN";"Cytochrome c oxidase subunit 2";"MT-CO2";2;2;"1.61744362587134E-4";2;0;2;0;"3.25126184195341E-4";"0";0;"respiratory chain complex IV, mitochondrial inner membrane, integral component of membrane";9,87654320987654e-05
"287";287;"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";18;49;"0.00148194608324274";16;9;33;16;"0.00200619460115923";"0.0020244254469778";0;"integral component of membrane, oligosaccharyltransferase complex, melanosome, rough endoplasmic reticulum";0,00241975308641975
"288";288;"P04844";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";10;31;"4.50948922157552E-4";10;2;26;5;"0";"0";0;"rough endoplasmic reticulum, autophagic vacuole membrane, integral component of membrane, nucleus, oligosaccharyltransferase complex";0,00153086419753086
"347";347;"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";4;6;"3.38916648990272E-4";4;0;6;0;"6.81264404421623E-4";"0";0;"integral component of membrane, cell junction, mitochondrial inner membrane, respiratory chain";0,000296296296296296
"370";370;"P09493";"P09493-1";"TPM1_HUMAN";"Tropomyosin alpha-1 chain";"TPM1";2;3;"3.8942003659144E-4";2;0;3;0;"0";"0";9;"filamentous actin, muscle thin filament tropomyosin, ruffle membrane, cytosol, bleb, stress fiber";0,000148148148148148
"378";378;"P0C7U0";"P0C7U0";"ELFN1_HUMAN";"Protein ELFN1";"ELFN1";2;2;"4.55533130363268E-5";0;2;0;2;"0";"1.90574790061341E-4";0;"integral component of membrane, excitatory synapse, dendrite";9,87654320987654e-05
"388";388;"P10620";"P10620";"MGST1_HUMAN";"Microsomal glutathione S-transferase 1";"MGST1";2;2;"2.368772277889E-4";2;0;2;0;"4.7615254072479E-4";"0";0;"mitochondrial outer membrane, integral component of membrane, nucleus, apical part of cell, mitochondrial inner membrane, mitochondrion, peroxisomal membrane, endoplasmic reticulum membrane";9,87654320987654e-05
"411";411;"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";3;10;"0.00123207954051273";3;0;10;0;"0.00224076259577262";"0";28;"integral component of membrane, mitochondrial inner membrane presequence translocase complex";0,000493827160493827
"413";413;"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";17;31;"2.40836876751092E-4";11;10;13;18;"2.03014678281941E-4";"5.85031539189576E-4";0;"extrinsic component of membrane, mitotic spindle, nuclear inclusion body, kinetochore, nucleoplasm, nuclear pore nuclear basket, nuclear membrane, nuclear periphery, cytoplasmic dynein complex";0,00153086419753086
"417";417;"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";24;86;"0.00259242483286209";22;14;49;37;"0.00296911210739309";"0.00466610951495018";0;"membrane, Ku70:Ku80 complex, nonhomologous end joining complex, cytosol, nuclear telomere cap complex, nucleolus, transcription factor complex, nucleoplasm";0,00424691358024691
"436";436;"P14136";"P14136-3";"GFAP_HUMAN";"Glial fibrillary acidic protein";"GFAP";1;1;"4.78881965014202E-5";1;0;1;0;"0";"0";9;"cytosol, membrane, intermediate filament, astrocyte projection, cell body";4,93827160493827e-05
"437";437;"P14136";"P14136-1";"GFAP_HUMAN";"Glial fibrillary acidic protein";"GFAP";1;1;"4.78881965014202E-5";1;0;1;0;"0";"0";9;"cytosol, membrane, intermediate filament, astrocyte projection, cell body";4,93827160493827e-05
"453";453;"P15531";"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";4;9;"5.43492981522228E-4";4;0;9;0;"0";"0";0;"perinuclear region of cytoplasm, centrosome, ruffle membrane, nucleus, cytosol";0,000444444444444444
"507";507;"P18754";"P18754-1,P18754-2";"RCC1_HUMAN";"Regulator of chromosome condensation";"RCC1";4;7;"1.52619829068264E-4";4;0;7;0;"0";"0";0;"condensed nuclear chromosome, nucleoplasm, cytoplasm, nuclear chromatin, nuclear membrane";0,000345679012345679
"512";512;"P19087";"P19087";"GNAT2_HUMAN";"Guanine nucleotide-binding protein G(t) subunit alpha-2";"GNAT2";1;1;"6.55990584465372E-5";1;0;1;0;"1.31862225170538E-4";"0";4;"heterotrimeric G-protein complex, photoreceptor outer segment membrane, photoreceptor inner segment";4,93827160493827e-05
"515";515;"P19367";"P19367-3";"HXK1_HUMAN";"Hexokinase-1";"HK1";1;1;"3.0029419553391E-5";0;1;0;1;"0";"0";1;"cytosol, mitochondrion, mitochondrial outer membrane, nucleus, membrane raft";4,93827160493827e-05
"516";516;"P19367";"P19367-2";"HXK1_HUMAN";"Hexokinase-1";"HK1";1;1;"3.0029419553391E-5";0;1;0;1;"0";"0";1;"cytosol, mitochondrion, mitochondrial outer membrane, nucleus, membrane raft";4,93827160493827e-05
"527";527;"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";16;32;"0.00109093828658449";16;0;32;0;"0.00214106133926591";"0";3;"lamin filament, nuclear envelope, nucleoplasm, nuclear inner membrane";0,00158024691358025
"531";531;"P20810";"P20810-7";"ICAL_HUMAN";"Calpastatin";"CAST";3;3;"7.7788072684914E-5";3;0;3;0;"0";"0";0;"membrane";0,000148148148148148
"532";532;"P20908";"P20908";"CO5A1_HUMAN";"Collagen alpha-1(V) chain";"COL5A1";2;2;"1.9976044780892E-5";2;0;2;0;"4.01543219871287E-5";"0";0;"endoplasmic reticulum lumen, collagen type V, basement membrane";9,87654320987654e-05
"538";538;"P22059";"P22059";"OSBP1_HUMAN";"Oxysterol-binding protein 1";"OSBP";2;2;"4.54968653126139E-5";2;0;2;0;"9.1454329383324E-5";"0";0;"Golgi membrane";9,87654320987654e-05
"545";545;"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";5;8;"3.24202828320348E-4";5;0;8;0;"6.51687804082494E-4";"0";0;"mitochondrial respiratory chain complex III, mitochondrial inner membrane";0,000395061728395062
"560";560;"P24043";"P24043";"LAMA2_HUMAN";"Laminin subunit alpha-2";"LAMA2";3;6;"3.52812014483787E-5";3;0;6;0;"7.0919580857472E-5";"0";0;"basement membrane, dendritic spine, laminin-1 complex, sarcolemma";0,000296296296296296
"563";563;"P24557";"P24557";"THAS_HUMAN";"Thromboxane-A synthase";"TBXAS1";2;4;"1.37770995524501E-4";2;0;4;0;"2.76936749764887E-4";"0";0;"endoplasmic reticulum membrane, integral component of membrane";0,000197530864197531
"597";597;"P27815";"P27815-3";"PDE4A_HUMAN";"cAMP-specific 3',5'-cyclic phosphodiesterase 4A";"PDE4A";1;1;"2.59000919210493E-5";0;1;0;1;"0";"0";1;"membrane, ruffle membrane, perinuclear region of cytoplasm, cytosol";4,93827160493827e-05
"600";600;"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";12;35;"0.00108535385198883";10;6;23;12;"0.00143368564838165";"0.00155679000800109";0;"melanosome, endoplasmic reticulum lumen, dendritic spine, protein complex, neuronal cell body, ribosome, dendrite cytoplasm, integral component of lumenal side of endoplasmic reticulum membrane, axon";0,0017283950617284
"608";608;"P28331";"P28331-2";"NDUS1_HUMAN";"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial";"NDUFS1";2;2;"6.73378639289856E-5";2;0;2;0;"0";"0";1;"mitochondrial intermembrane space, mitochondrial respiratory chain complex I";9,87654320987654e-05
"609";609;"P28331";"P28331-4";"NDUS1_HUMAN";"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial";"NDUFS1";1;1;"3.36689319644928E-5";1;0;1;0;"0";"0";1;"mitochondrial intermembrane space, mitochondrial respiratory chain complex I";4,93827160493827e-05
"618";618;"P29590";"P29590-2";"PML_HUMAN";"Protein PML";"PML";6;17;"3.53838716113237E-4";6;2;13;4;"0";"0";0;"nuclear matrix, nuclear membrane, nucleus, early endosome membrane, nucleolus, cytosol, PML body, cytoplasm, extrinsic component of endoplasmic reticulum membrane";0,000839506172839506
"626";626;"P30153";"P30153";"2AAA_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform";"PPP2R1A";7;13;"4.0518473174417E-4";7;0;13;0;"8.14471451239773E-4";"0";0;"chromosome, centromeric region, nucleus, membrane, microtubule cytoskeleton, protein phosphatase type 2A complex, cytosol, mitochondrion";0,000641975308641975
"648";648;"P30622";"P30622-1,P30622-2,P30622-3";"CLIP1_HUMAN";"CAP-Gly domain-containing linker protein 1";"CLIP1";2;2;"8.51088787836797E-6";0;2;0;2;"0";"0";0;"cytoplasmic microtubule, centrosome, kinetochore, cytosol, ruffle, intermediate filament, endosome, microtubule plus-end, cytoplasmic vesicle membrane, microtubule";9,87654320987654e-05
"649";649;"P30926";"P30926";"ACHB4_HUMAN";"Neuronal acetylcholine receptor subunit beta-4";"CHRNB4";2;2;"7.37268480065852E-5";2;0;2;0;"1.48200087976591E-4";"0";0;"acetylcholine-gated channel complex, cell junction, postsynaptic membrane";9,87654320987654e-05
"705";705;"P36873";"P36873-1";"PP1G_HUMAN";"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit";"PPP1CC";1;1;"1.70507602046189E-4";1;0;1;0;"0";"0";8;"dendritic spine, cytosol, MLL5-L complex, mitochondrion, mitochondrial outer membrane, PTW/PP1 phosphatase complex, midbody, nucleolus, condensed chromosome kinetochore, nuclear speck, cleavage furrow";4,93827160493827e-05
"708";708;"P37268";"P37268";"FDFT_HUMAN";"Squalene synthase";"FDFT1";9;15;"6.60359178188479E-4";9;0;15;0;"0.00132740366568961";"0";0;"endoplasmic reticulum membrane, integral component of membrane";0,000740740740740741
"718";718;"P39656";"P39656";"OST48_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit";"DDOST";5;10;"4.02587393720169E-4";3;3;7;3;"5.66475336278944E-4";"5.05273949965266E-4";0;"integral component of membrane, oligosaccharyltransferase complex";0,000493827160493827
"721";721;"P39880";"P39880-1";"CUX1_HUMAN";"Homeobox protein cut-like 1";"CUX1";3;4;"7.80671793908931E-5";3;0;4;0;"0";"0";3;"nucleus, Golgi membrane, cytosol";0,000197530864197531
"722";722;"P39880";"P39880-2";"CUX1_HUMAN";"Homeobox protein cut-like 1";"CUX1";1;1;"1.95167948477233E-5";1;0;1;0;"0";"0";3;"nucleus, Golgi membrane, cytosol";4,93827160493827e-05
"727";727;"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";11;33;"7.93988872962137E-4";9;5;21;12;"0.00101564647448178";"0.00120788949506769";0;"nucleolus, mitochondrial nucleoid, mitochondrial inner membrane, mitochondrial fatty acid beta-oxidation multienzyme complex";0,00162962962962963
"730";730;"P41219";"P41219-1";"PERI_HUMAN";"Peripherin";"PRPH";1;1;"4.55694666934319E-5";1;0;1;0;"0";"0";6;"intermediate filament, neurofilament, photoreceptor outer segment membrane, C-fiber, type III intermediate filament";4,93827160493827e-05
"734";734;"P42126";"P42126-1,P42126-2";"ECI1_HUMAN";"Enoyl-CoA delta isomerase 1, mitochondrial";"ECI1";3;4;"1.21576060620131E-4";3;0;4;0;"0";"0";0;"mitochondrial inner membrane, mitochondrial matrix";0,000197530864197531
"735";735;"P42166";"P42166-1";"LAP2A_HUMAN";"Lamina-associated polypeptide 2, isoform alpha";"TMPO";1;2;"1.30498645664682E-4";1;0;2;0;"0";"0";22;"nuclear inner membrane, chromatin, nuclear envelope";9,87654320987654e-05
"736";736;"P42167";"P42167-2";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";1;2;"2.11926587902629E-4";1;0;2;0;"0";"0";24;"nuclear inner membrane, nuclear envelope, integral component of membrane";9,87654320987654e-05
"737";737;"P42167";"P42167-1";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";5;11;"0.00116559623346446";5;0;11;0;"0";"0";24;"nuclear inner membrane, nuclear envelope, integral component of membrane";0,00054320987654321
"738";738;"P42345";"P42345";"MTOR_HUMAN";"Serine/threonine-protein kinase mTOR";"MTOR";2;2;"1.44040683826126E-5";2;0;2;0;"2.89539599106875E-5";"0";0;"endomembrane system, mTOR-FKBP12-rapamycin complex, lysosomal membrane, mitochondrial outer membrane, PML body, phosphatidylinositol 3-kinase complex, Golgi membrane, endoplasmic reticulum membrane, TORC1 complex, TORC2 complex";9,87654320987654e-05
"742";742;"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";13;47;"6.18956457834337E-4";7;12;17;30;"4.50022218367942E-4";"0.00165283300705998";0;"perinuclear region of cytoplasm, nucleoplasm, microtubule, condensed nuclear chromosome, nuclear inner membrane, nuclear outer membrane, ribonucleoprotein complex, mitochondrial nucleoid";0,00232098765432099
"743";743;"P42765";"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";8;12;"5.54901314467699E-4";8;0;12;0;"0.00111542030950644";"0";0;"mitochondrial inner membrane, mitochondrion";0,000592592592592593
"749";749;"P43243";"P43243-1";"MATR3_HUMAN";"Matrin-3";"MATR3";19;46;"9.97009819442062E-4";19;2;44;2;"0";"0";0;"nuclear inner membrane, nuclear matrix";0,0022716049382716
"750";750;"P43307";"P43307-1,P43307-2";"SSRA_HUMAN";"Translocon-associated protein subunit alpha";"SSR1";2;5;"1.60471898196151E-4";2;0;5;0;"0";"0";0;"endoplasmic reticulum membrane, integral component of membrane";0,000246913580246914
"754";754;"P46060";"P46060";"RAGP1_HUMAN";"Ran GTPase-activating protein 1";"RANGAP1";6;11;"3.44016757563947E-4";6;0;11;0;"6.91516253778337E-4";"0";0;"cytosol, condensed chromosome kinetochore, nuclear pore, spindle pole, perinuclear region of cytoplasm, nuclear membrane";0,00054320987654321
"781";781;"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";3;7;"2.84305079813004E-4";2;2;2;5;"1.63282397814917E-4";"8.49575668083191E-4";0;"mitochondrial matrix, mitochondrial inner membrane";0,000345679012345679
"798";798;"P49755";"P49755";"TMEDA_HUMAN";"Transmembrane emp24 domain-containing protein 10";"TMED10";4;11;"9.22090578493319E-4";4;1;10;1;"0.00168501469891193";"3.50692421893701E-4";0;"trans-Golgi network transport vesicle, endoplasmic reticulum-Golgi intermediate compartment membrane, gamma-secretase complex, integral component of membrane, cis-Golgi network, COPI-coated vesicle, endoplasmic reticulum, Golgi membrane, transport vesicle membrane, zymogen granule membrane, melanosome, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment";0,00054320987654321
"801";801;"P49790";"P49790";"NU153_HUMAN";"Nuclear pore complex protein Nup153";"NUP153";2;2;"2.48921832591725E-5";0;2;0;2;"0";"1.04137817484367E-4";0;"nuclear pore nuclear basket, nuclear membrane, nuclear inclusion body, nucleolus, nucleoplasm, cytoplasm, nuclear periphery";9,87654320987654e-05
"802";802;"P49792";"P49792";"RBP2_HUMAN";"E3 SUMO-protein ligase RanBP2";"RANBP2";8;11;"7.57594979901769E-5";8;0;11;0;"1.52285965978144E-4";"0";3;"cytosol, nuclear inclusion body, nuclear pore nuclear basket, nuclear membrane, mitochondrion";0,00054320987654321
