"";"ID";"AC";"Description";"Gene";"GSC.pos";"GSC.neg";"GSC.pos.norm";"GSC.neg.norm";"ratio";"sqrt.ratio"
"33";"C1TC_HUMAN";"P11586";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";11;16;0,00162890567155338;0,00205497045979964;0,792666222419665;0,890318045655408
"34";"CALR_HUMAN";"P27797";"Calreticulin";"CALR";3;22;0,000444247001332741;0,00282558438222451;0,15722305238076;0,396513621935943
"35";"CALX_HUMAN";"P27824";"Calnexin";"CANX";19;19;0,00281356434177403;0,00244027742101207;1,15296905079224;1,07376396418964
"36";"CAP1_HUMAN";"Q01518";"Adenylyl cyclase-associated protein 1";"CAP1";15;17;0,0022212350066637;0,00218340611353712;1,01732563305198;1,00862561590115
"37";"CAPZB_HUMAN";"P47756";"F-actin-capping protein subunit beta";"CAPZB";4;2;0,000592329335110321;0,000256871307474955;2,30593810158448;1,51853156094448
"38";"CATA_HUMAN";"P04040";"Catalase";"CAT";7;4;0,00103657633644306;0,00051374261494991;2,01769583888642;1,42045620801432
"39";"CAZA1_HUMAN";"P52907";"F-actin-capping protein subunit alpha-1";"CAPZA1";4;4;0,000592329335110321;0,00051374261494991;1,15296905079224;1,07376396418964
"40";"CBR1_HUMAN, CBR3_HUMAN";"P16152";"Carbonyl reductase [NADPH] 1, Carbonyl reductase [NADPH] 3";"CBR1, CBR3";3;3;0,000444247001332741;0,000385306961212433;1,15296905079224;1,07376396418964
"41";"CH10_HUMAN";"P61604";"10 kDa heat shock protein, mitochondrial";"HSPE1";10;18;0,0014808233377758;0,0023118417672746;0,640538361551245;0,800336405239225
"42";"CH60_HUMAN";"P10809";"60 kDa heat shock protein, mitochondrial";"HSPD1";79;86;0,0116985043684288;0,0110454662214231;1,0591227327045;1,02913688725286
"43";"CHCH3_HUMAN";"Q9NX63";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial";"CHCHD3";3;3;0,000444247001332741;0,000385306961212433;1,15296905079224;1,07376396418964
"44";"CHD4_HUMAN";"Q14839";"Chromodomain-helicase-DNA-binding protein 4";"CHD4";11;11;0,00162890567155338;0,00141279219111225;1,15296905079224;1,07376396418964
"45";"CKAP5_HUMAN";"Q14008";"Cytoskeleton-associated protein 5";"CKAP5";5;2;0,000740411668887902;0,000256871307474955;2,8824226269806;1,69776989812536
"46";"CLH1_HUMAN";"Q00610";"Clathrin heavy chain 1";"CLTC";15;30;0,0022212350066637;0,00385306961212433;0,57648452539612;0,75926578047224
"47";"CLIC1_HUMAN";"O00299";"Chloride intracellular channel protein 1";"CLIC1";8;14;0,00118465867022064;0,00179809915232469;0,658839457595566;0,811689261722469
"48";"CNBP_HUMAN";"P62633";"Cellular nucleic acid-binding protein";"CNBP";2;18;0,000296164667555161;0,0023118417672746;0,128107672310249;0,357921321396545
"49";"COF1_HUMAN";"P23528";"Cofilin-1";"CFL1";32;39;0,00473863468088257;0,00500899049576162;0,946025887829531;0,972638621395187
"50";"COR1A_HUMAN";"P31146";"Coronin-1A";"CORO1A";23;28;0,00340589367688435;0,00359619830464937;0,947081720293626;0,973181237125761
"51";"CORO7_HUMAN";"P57737";"Coronin-7";"CORO7";3;7;0,000444247001332741;0,000899049576162343;0,494129593196674;0,702943520630694
"52";"CPZIP_HUMAN";"Q6JBY9";"CapZ-interacting protein";"RCSD1";3;3;0,000444247001332741;0,000385306961212433;1,15296905079224;1,07376396418964
"53";"CSRP1_HUMAN";"P21291";"Cysteine and glycine-rich protein 1";"CSRP1";3;11;0,000444247001332741;0,00141279219111225;0,31444610476152;0,560754941807489
"54";"DCD_HUMAN";"P81605";"Dermcidin";"DCD";1;4;0,00014808233377758;0,00051374261494991;0,28824226269806;0,536881982094818
"55";"DDX17_HUMAN";"Q92841";"Probable ATP-dependent RNA helicase DDX17";"DDX17";7;7;0,00103657633644306;0,000899049576162343;1,15296905079224;1,07376396418964
"56";"DDX3X_HUMAN";"O00571";"ATP-dependent RNA helicase DDX3X";"DDX3X";16;15;0,00236931734044129;0,00192653480606216;1,22983365417839;1,1089786536171
"57";"DDX5_HUMAN";"P17844";"Probable ATP-dependent RNA helicase DDX5";"DDX5";13;11;0,00192507033910854;0,00141279219111225;1,36259978729992;1,16730449639326
"58";"DECR_HUMAN";"Q16698";"2,4-dienoyl-CoA reductase, mitochondrial";"DECR1";2;1;0,000296164667555161;0,000128435653737478;2,30593810158448;1,51853156094448
"59";"DHX15_HUMAN";"O43143";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";1;2;0,00014808233377758;0,000256871307474955;0,57648452539612;0,75926578047224
"60";"DHX9_HUMAN";"Q08211";"ATP-dependent RNA helicase A";"DHX9";12;11;0,00177698800533096;0,00141279219111225;1,25778441904608;1,12150988361498
"61";"DPYL2_HUMAN";"Q16555";"Dihydropyrimidinase-related protein 2";"DPYSL2";24;15;0,00355397601066193;0,00192653480606216;1,84475048126758;1,35821591850029
"62";"DUT_HUMAN";"P33316";"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial";"DUT";1;1;0,00014808233377758;0,000128435653737478;1,15296905079224;1,07376396418964
"63";"DYHC1_HUMAN";"Q14204";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";8;16;0,00118465867022064;0,00205497045979964;0,57648452539612;0,75926578047224
"64";"ECHA_HUMAN";"P40939";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";6;12;0,000888494002665482;0,00154122784484973;0,57648452539612;0,75926578047224
"65";"EF1A1_HUMAN, EF1A3_HUMAN";"P68104";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";77;65;0,0114023397008737;0,00834831749293604;1,36582487555389;1,1686851053872
"66";"EF1D_HUMAN";"P29692";"Elongation factor 1-delta";"EEF1D";2;10;0,000296164667555161;0,00128435653737478;0,230593810158448;0,480201843143535
"67";"EF1G_HUMAN";"P26641";"Elongation factor 1-gamma";"EEF1G";17;21;0,00251739967421887;0,00269714872848703;0,933355898260385;0,966103461467966
"68";"EF2_HUMAN";"P13639";"Elongation factor 2";"EEF2";58;70;0,00858877535909966;0,00899049576162343;0,955317213513571;0,97740330136212
"69";"EFTU_HUMAN";"P49411";"Elongation factor Tu, mitochondrial";"TUFM";17;29;0,00251739967421887;0,00372463395838685;0,675878409085106;0,822118245196581
"70";"EIF3A_HUMAN";"Q14152";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";18;25;0,00266548200799645;0,00321089134343694;0,830137716570413;0,911118936566688
"71";"EIF3B_HUMAN";"P55884";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";1;1;0,00014808233377758;0,000128435653737478;1,15296905079224;1,07376396418964
"72";"EIF3C_HUMAN";"Q99613";"Eukaryotic translation initiation factor 3 subunit C";"EIF3C,EIF3CL";2;2;0,000296164667555161;0,000256871307474955;1,15296905079224;1,07376396418964
"73";"EIF3G_HUMAN";"O75821";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";2;2;0,000296164667555161;0,000256871307474955;1,15296905079224;1,07376396418964
"74";"EIF3H_HUMAN";"O15372";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";2;3;0,000296164667555161;0,000385306961212433;0,768646033861494;0,876724605484238
"75";"ENOA_HUMAN";"P06733";"Alpha-enolase";"ENO1";76;96;0,0112542573670961;0,0123298227587978;0,912767165210524;0,95538848915534
"76";"ENPL_HUMAN";"P14625";"Endoplasmin";"HSP90B1";16;26;0,00236931734044129;0,00333932699717442;0,709519415872148;0,842329754830107
"77";"ERP29_HUMAN";"P30040";"Endoplasmic reticulum resident protein 29";"ERP29";2;4;0,000296164667555161;0,00051374261494991;0,57648452539612;0,75926578047224
"78";"ESTD_HUMAN";"P10768";"S-formylglutathione hydrolase";"ESD";4;10;0,000592329335110321;0,00128435653737478;0,461187620316896;0,679107959250145
"79";"EZRI_HUMAN";"P15311";"Ezrin";"EZR";5;3;0,000740411668887902;0,000385306961212433;1,92161508465373;1,38622331702137
"80";"F120A_HUMAN";"Q9NZB2";"Constitutive coactivator of PPAR-gamma-like protein 1";"FAM120A";2;7;0,000296164667555161;0,000899049576162343;0,329419728797783;0,57395098118026
"81";"FA49B_HUMAN";"Q9NUQ9";"Protein FAM49B";"FAM49B";9;4;0,00133274100399822;0,00051374261494991;2,59418036428254;1,61064594628445
"82";"FABP5_HUMAN";"Q01469";"Fatty acid-binding protein, epidermal";"FABP5";13;14;0,00192507033910854;0,00179809915232469;1,07061411859279;1,03470484612415
"83";"FAS_HUMAN";"P49327";"Fatty acid synthase";"FASN";64;42;0,00947726936176514;0,00539429745697406;1,75690522025484;1,32548301394429
"84";"FEN1_HUMAN";"P39748";"Flap endonuclease 1";"FEN1";4;7;0,000592329335110321;0,000899049576162343;0,658839457595566;0,811689261722469
"85";"FKBP3_HUMAN";"Q00688";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";2;2;0,000296164667555161;0,000256871307474955;1,15296905079224;1,07376396418964
"86";"FKBP4_HUMAN";"Q02790";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";3;16;0,000444247001332741;0,00205497045979964;0,216181697023545;0,464953435328254
"87";"FKBP5_HUMAN";"Q13451";"Peptidyl-prolyl cis-trans isomerase FKBP5";"FKBP5";2;4;0,000296164667555161;0,00051374261494991;0,57648452539612;0,75926578047224
"88";"FLNA_HUMAN";"P21333";"Filamin-A";"FLNA";27;14;0,00399822301199467;0,00179809915232469;2,22358316938503;1,49116839068733
"89";"FSCN1_HUMAN";"Q16658";"Fascin";"FSCN1";14;17;0,00207315267288612;0,00218340611353712;0,949503924181845;0,974424919725396
"90";"FUBP1_HUMAN";"Q96AE4";"Far upstream element-binding protein 1";"FUBP1";7;14;0,00103657633644306;0,00179809915232469;0,57648452539612;0,75926578047224
"91";"FUBP2_HUMAN";"Q92945";"Far upstream element-binding protein 2";"KHSRP";12;11;0,00177698800533096;0,00141279219111225;1,25778441904608;1,12150988361498
"92";"G3P_HUMAN";"P04406";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";61;62;0,0090330223604324;0,00796301053172361;1,13437277577946;1,06506937604058
"93";"G6PI_HUMAN";"P06744";"Glucose-6-phosphate isomerase";"GPI";4;18;0,000592329335110321;0,0023118417672746;0,256215344620498;0,506177186981494
"94";"GANAB_HUMAN";"Q14697";"Neutral alpha-glucosidase AB";"GANAB";5;7;0,000740411668887902;0,000899049576162343;0,823549321994458;0,907496182909029
"95";"GBB1_HUMAN, GBB2_HUMAN, GBB4_HUMAN";"P62879";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2, Guanine nucleotide-binding protein subunit beta-4";"GNB1, GNB2, GNB4";2;2;0,000296164667555161;0,000256871307474955;1,15296905079224;1,07376396418964
"96";"GBLP_HUMAN";"P63244";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";4;6;0,000592329335110321;0,000770613922424865;0,768646033861494;0,876724605484238
"97";"GDIB_HUMAN";"P50395";"Rab GDP dissociation inhibitor beta";"GDI2";2;11;0,000296164667555161;0,00141279219111225;0,20963073650768;0,457854492724141
"98";"GLGB_HUMAN";"Q04446";"1,4-alpha-glucan-branching enzyme";"GBE1";4;5;0,000592329335110321;0,000642178268687388;0,922375240633792;0,96040368628707
"99";"GMFG_HUMAN";"O60234";"Glia maturation factor gamma";"GMFG";2;3;0,000296164667555161;0,000385306961212433;0,768646033861494;0,876724605484238
"100";"GRP75_HUMAN";"P38646";"Stress-70 protein, mitochondrial";"HSPA9";16;33;0,00236931734044129;0,00423837657333676;0,559015297353814;0,747673255743318
"101";"GRP78_HUMAN";"P11021";"78 kDa glucose-regulated protein";"HSPA5";18;32;0,00266548200799645;0,00410994091959928;0,648545091070635;0,805322973142227
"102";"GSTP1_HUMAN";"P09211";"Glutathione S-transferase P";"GSTP1";9;10;0,00133274100399822;0,00128435653737478;1,03767214571302;1,01866193887522
"103";"H13_HUMAN";"P16402";"Histone H1.3";"HIST1H1D";2;2;0,000296164667555161;0,000256871307474955;1,15296905079224;1,07376396418964
"104";"H14_HUMAN";"P10412";"Histone H1.4";"HIST1H1E";1;1;0,00014808233377758;0,000128435653737478;1,15296905079224;1,07376396418964
"105";"H2A1_HUMAN, H2A1B_HUMAN, H2A1C_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A2A_HUMAN, H2A2C_HUMAN, H2A3_HUMAN, H2AJ_HUMAN";"P04908";"Histone H2A type 1, Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 2-A, Histone H2A type 2-C, Histone H2A type 3, Histone H2A.J";"H2AFJ, HIST1H2AB,HIST1H2AE, HIST1H2AC, HIST1H2AD, HIST1H2AH, HIST1H2AJ, HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST2H2AA3,HIST2H2AA4, HIST2H2AC, HIST3H2A";10;8;0,0014808233377758;0,00102748522989982;1,4412113134903;1,20050460785884
"106";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"O60814";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";12;5;0,00177698800533096;0,000642178268687388;2,76712572190138;1,66346798042565
"107";"H31_HUMAN, H31T_HUMAN, H32_HUMAN, H33_HUMAN";"P68431";"Histone H3.1, Histone H3.1t, Histone H3.2, Histone H3.3";"H3F3A,H3F3B, HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3";4;9;0,000592329335110321;0,0011559208836373;0,512430689240996;0,71584264279309
"108";"H4_HUMAN";"P62805";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";19;21;0,00281356434177403;0,00269714872848703;1,04316247452631;1,02135325648196
"109";"HACD3_HUMAN";"Q9P035";"Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 3";"PTPLAD1";1;3;0,00014808233377758;0,000385306961212433;0,384323016930747;0,619937913771006
"110";"HCD2_HUMAN";"Q99714";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";2;8;0,000296164667555161;0,00102748522989982;0,28824226269806;0,536881982094818
"111";"HDAC1_HUMAN, HDAC2_HUMAN";"Q92769";"Histone deacetylase 1, Histone deacetylase 2";"HDAC1, HDAC2";2;2;0,000296164667555161;0,000256871307474955;1,15296905079224;1,07376396418964
"112";"HMGB1_HUMAN";"P09429";"High mobility group protein B1";"HMGB1";19;38;0,00281356434177403;0,00488055484202415;0,57648452539612;0,75926578047224
"113";"HMGB2_HUMAN";"P26583";"High mobility group protein B2";"HMGB2";10;25;0,0014808233377758;0,00321089134343694;0,461187620316896;0,679107959250145
"114";"HNRH1_HUMAN";"P31943";"Heterogeneous nuclear ribonucleoprotein H";"HNRNPH1";8;8;0,00118465867022064;0,00102748522989982;1,15296905079224;1,07376396418964
"115";"HNRPC_HUMAN";"P07910";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";2;5;0,000296164667555161;0,000642178268687388;0,461187620316896;0,679107959250145
"116";"HNRPD_HUMAN";"Q14103";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";11;22;0,00162890567155338;0,00282558438222451;0,57648452539612;0,75926578047224
"117";"HNRPK_HUMAN";"P61978";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";33;26;0,00488671701466015;0,00333932699717442;1,46338379523631;1,20970401141614
"118";"HNRPQ_HUMAN";"O60506";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";1;9;0,00014808233377758;0,0011559208836373;0,128107672310249;0,357921321396545
"119";"HNRPU_HUMAN";"Q00839";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";8;7;0,00118465867022064;0,000899049576162343;1,31767891519113;1,14790196236052
"120";"HNRPU_HUMAN";"Q00839";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";8;1;0,00118465867022064;0,000128435653737478;9,22375240633792;3,03706312188896
"121";"HNRPU_HUMAN";"Q00839";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";3;7;0,000444247001332741;0,000899049576162343;0,494129593196674;0,702943520630694
"122";"HNRPU_HUMAN";"Q00839";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";3;1;0,000444247001332741;0,000128435653737478;3,45890715237672;1,85981374131302
"123";"HORN_HUMAN";"Q86YZ3";"Hornerin";"HRNR";25;45;0,00370205834443951;0,00577960441818649;0,640538361551245;0,800336405239225
"124";"HS105_HUMAN";"Q92598";"Heat shock protein 105 kDa";"HSPH1";7;5;0,00103657633644306;0,000642178268687388;1,61415667110914;1,27049465607264
"125";"HS90A_HUMAN";"P07900";"Heat shock protein HSP 90-alpha";"HSP90AA1";26;35;0,00385014067821709;0,00449524788081171;0,856491294874236;0,925468149032821
"126";"HS90B_HUMAN";"P08238";"Heat shock protein HSP 90-beta";"HSP90AB1";27;33;0,00399822301199467;0,00423837657333676;0,94333831428456;0,9712560498059
"127";"HSP71_HUMAN";"P08107";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";4;3;0,000592329335110321;0,000385306961212433;1,53729206772299;1,23987582754201
"128";"HSP74_HUMAN";"P34932";"Heat shock 70 kDa protein 4";"HSPA4";2;5;0,000296164667555161;0,000642178268687388;0,461187620316896;0,679107959250145
"129";"HSP76_HUMAN";"P17066";"Heat shock 70 kDa protein 6";"HSPA6";0;1;0;0,000128435653737478;0;0
"130";"HSP7C_HUMAN";"P11142";"Heat shock cognate 71 kDa protein";"HSPA8";42;42;0,00621945801865837;0,00539429745697406;1,15296905079224;1,07376396418964
"131";"HUWE1_HUMAN";"Q7Z6Z7";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";12;2;0,00177698800533096;0,000256871307474955;6,91781430475344;2,63017381645272
"132";"I2BP2_HUMAN";"Q7Z5L9";"Interferon regulatory factor 2-binding protein 2";"IRF2BP2";2;2;0,000296164667555161;0,000256871307474955;1,15296905079224;1,07376396418964
"133";"IDHP_HUMAN";"P48735";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";12;10;0,00177698800533096;0,00128435653737478;1,38356286095069;1,17624948924567
"134";"IF16_HUMAN";"Q16666";"Gamma-interferon-inducible protein 16";"IFI16";5;3;0,000740411668887902;0,000385306961212433;1,92161508465373;1,38622331702137
"135";"IF2A_HUMAN";"P05198";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";5;7;0,000740411668887902;0,000899049576162343;0,823549321994458;0,907496182909029
"136";"IF2B_HUMAN";"P20042";"Eukaryotic translation initiation factor 2 subunit 2";"EIF2S2";5;2;0,000740411668887902;0,000256871307474955;2,8824226269806;1,69776989812536
"137";"IF2P_HUMAN";"O60841";"Eukaryotic translation initiation factor 5B";"EIF5B";8;16;0,00118465867022064;0,00205497045979964;0,57648452539612;0,75926578047224
"138";"IF4B_HUMAN";"P23588";"Eukaryotic translation initiation factor 4B";"EIF4B";4;8;0,000592329335110321;0,00102748522989982;0,57648452539612;0,75926578047224
"139";"IF4H_HUMAN";"Q15056";"Eukaryotic translation initiation factor 4H";"EIF4H";2;8;0,000296164667555161;0,00102748522989982;0,28824226269806;0,536881982094818
"140";"IF5A1_HUMAN";"P63241";"Eukaryotic translation initiation factor 5A-1";"EIF5A";9;19;0,00133274100399822;0,00244027742101207;0,546143234585798;0,739015043544986
"141";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"P13164";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";3;1;0,000444247001332741;0,000128435653737478;3,45890715237672;1,85981374131302
"142";"IMMT_HUMAN";"Q16891";"Mitochondrial inner membrane protein";"IMMT";5;3;0,000740411668887902;0,000385306961212433;1,92161508465373;1,38622331702137
"143";"IQGA1_HUMAN";"P46940";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";3;5;0,000444247001332741;0,000642178268687388;0,691781430475344;0,831733990212823
"144";"K1967_HUMAN";"Q8N163";"DBIRD complex subunit KIAA1967";"KIAA1967";10;12;0,0014808233377758;0,00154122784484973;0,960807542326867;0,980207907704721
"145";"K1C10_HUMAN";"P13645";"Keratin, type I cytoskeletal 10";"KRT10";161;200;0,0238412557381904;0,0256871307474955;0,928140085887754;0,963400272933194
"147";"K1C14_HUMAN";"P02533";"Keratin, type I cytoskeletal 14";"KRT14";22;23;0,00325781134310677;0,00295402003596198;1,10283996162736;1,05016187401151
"148";"K1C16_HUMAN";"P08779";"Keratin, type I cytoskeletal 16";"KRT16";13;34;0,00192507033910854;0,00436681222707424;0,440841107655857;0,663958664116869
"149";"K1C9_HUMAN";"P35527";"Keratin, type I cytoskeletal 9";"KRT9";127;160;0,0188064563897527;0,0205497045979964;0,915169184066341;0,956644753326093
"150";"K22E_HUMAN";"P35908";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";109;154;0,0161409743817563;0,0197790906755715;0,816062509976326;0,903361782441745
"151";"K22O_HUMAN";"Q01546";"Keratin, type II cytoskeletal 2 oral";"KRT76";0;1;0;0,000128435653737478;0;0
"152";"K2C1_HUMAN";"P04264";"Keratin, type II cytoskeletal 1";"KRT1";196;204;0,0290241374204057;0,0262008733624454;1,10775457821215;1,0524992058012
