"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"Go.Cc";"norm.sc"
"317";317;"P11166";"P11166";"GTR1_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 1";"SLC2A1";6;8;0,000337925762923056;3;5;3;5;0,00025691343971057;0,000417838814273865;"female pronucleus, basolateral plasma membrane, plasma membrane, caveola, midbody, integral component of plasma membrane, extracellular vesicular exosome, membrane, blood microparticle, cell-cell junction, melanosome, cortical actin cytoskeleton";0,000379272744512397
"318";318;"P11169";"P11169";"GTR3_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 3";"SLC2A3";5;10;0,000419000693946935;5;5;5;5;0,000424735928553764;0,000414469146416817;"extracellular vesicular exosome, integral component of membrane, plasma membrane";0,000474090930640497
"329";329;"P12235";"P12235";"ADT1_HUMAN";"ADP/ATP translocase 1";"SLC25A4";2;4;0,000565294664140747;2;2;2;2;0,000555172259226845;0,000578001519863198;"nucleus, mitochondrial inner membrane, integral component of plasma membrane, mitochondrion";0,000189636372256199
"330";330;"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";1;24;0,00383482027804127;1;1;13;11;0,00409134037475947;0,00358282573680085;"nucleus, integral component of membrane, mitochondrial inner membrane, mitochondrion, mitochondrial inner membrane presequence translocase complex";0,00113781823353719
"476";476;"P30825";"P30825";"CTR1_HUMAN";"High affinity cationic amino acid transporter 1";"SLC7A1";2;4;0,000148681963257481;2;2;2;2;0,000148856400326915;0,000148559543736625;"integral component of plasma membrane, membrane, plasma membrane";0,000189636372256199
"481";481;"P31641";"P31641";"SC6A6_HUMAN";"Sodium- and chloride-dependent taurine transporter";"SLC6A6";1;2;6,03360999283586e-05;1;1;1;1;6,04068876165353e-05;6,02864212969916e-05;"plasma membrane, integral component of plasma membrane, integral component of membrane";9,48181861280994e-05
"549";549;"P43007";"P43007-1";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";8;16;0,000562532059482441;8;7;9;7;0,000633591039286217;0,000491810279001773;"neuronal cell body, extracellular vesicular exosome, dendrite, integral component of plasma membrane, melanosome, intermediate filament, membrane, plasma membrane, microtubule organizing center, centrosome, integral component of membrane";0,000758545489024795
"628";628;"P52569";"P52569-1,P52569-3";"CTR2_HUMAN";"Low affinity cationic amino acid transporter 2";"SLC7A2";3;4;7,10645553867446e-05;2;2;2;2;7,11479299434877e-05;7,10060433209248e-05;"plasma membrane, integral component of plasma membrane, membrane";0,000189636372256199
"633";633;"P53007";"P53007";"TXTP_HUMAN";"Tricarboxylate transport protein, mitochondrial";"SLC25A1";8;17;0,00102241558399502;8;8;9;8;0,00108382775852176;0,000961481188530798;"mitochondrial inner membrane, nucleus, integral component of membrane, extracellular vesicular exosome";0,000805954582088845
"639";639;"P53985";"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";7;21;0,000785576021067229;5;7;8;13;0,000599236325156031;0,000971817111307504;"centrosome, mitochondrion, plasma membrane, integral component of membrane, extracellular vesicular exosome, integral component of plasma membrane, membrane";0,000995590954345043
"773";773;"P78381";"P78381-1,P78381-2";"S35A2_HUMAN";"UDP-galactose translocator";"SLC35A2";1;1;2,36164027497363e-05;1;NA;1;NA;4,72882201038534e-05;NA;"Golgi apparatus, Golgi membrane, integral component of membrane, nucleus";4,74090930640497e-05
"774";774;"P78382";"P78382-1,P78382-2";"S35A1_HUMAN";"CMP-sialic acid transporter";"SLC35A1";1;2;5,55020503792023e-05;1;1;1;1;5,55671666502254e-05;5,54563519349181e-05;"integral component of plasma membrane, Golgi apparatus, Golgi membrane";9,48181861280994e-05
"787";787;"Q00325";"Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";15;63;0,00325514925856587;14;15;32;31;0,00331069792903884;0,00320084258930436;"integral component of plasma membrane, extracellular vesicular exosome, mitochondrial inner membrane, membrane, mitochondrion";0,00298677286303513
"793";793;"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";7;19;0,000700946012974422;7;7;10;9;0,000738703556651912;0,00066350735865328;"cytosol, nucleus, plasma membrane, nucleolus, integral component of membrane, apical plasma membrane, membrane, extracellular vesicular exosome";0,000900772768216944
"801";801;"Q02978";"Q02978";"M2OM_HUMAN";"Mitochondrial 2-oxoglutarate/malate carrier protein";"SLC25A11";11;23;0,00137005220537961;11;10;12;11;0,00143129695499052;0,00130940571097287;"mitochondrion, integral component of plasma membrane, mitochondrial inner membrane, nucleus";0,00109040914047314
"823";823;"Q08357";"Q08357";"S20A2_HUMAN";"Sodium-dependent phosphate transporter 2";"SLC20A2";4;8;0,00025244920338123;4;4;4;4;0,000229768529584368;0,000275172376962955;"membrane, integral component of plasma membrane, extracellular vesicular exosome, plasma membrane";0,000379272744512397
"909";909;"Q15043";"Q15043-1,Q15043-2,Q15043-3";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";4;8;0,000101377728876917;2;4;3;5;7,61225006549836e-05;0,000126617822507232;"integral component of membrane, plasma membrane, integral component of plasma membrane, lamellipodium, Golgi apparatus, endoplasmic reticulum";0,000379272744512397
"933";933;"Q15758";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";13;32;0,00110634771033146;13;12;16;16;0,00110764570269137;0,00110543678237737;"integral component of plasma membrane, extracellular vesicular exosome, plasma membrane, membrane, Golgi apparatus, melanosome";0,00151709097804959
"1016";1016;"Q6NUK1";"Q6NUK1-1";"SCMC1_HUMAN";"Calcium-binding mitochondrial carrier protein SCaMC-1";"SLC25A24";18;36;0,00141163705492764;17;17;17;19;0,00133477692972386;0,00148883447144352;"integral component of membrane, mitochondrial inner membrane, mitochondrion, cytoplasm";0,00170672735030579
"1020";1020;"Q6NXT4";"Q6NXT4-1,Q6NXT4-2,Q6NXT4-3";"ZNT6_HUMAN";"Zinc transporter 6";"SLC30A6";2;4;5,4097443175101e-05;2;2;2;2;5,41609115289254e-05;5,40529012351913e-05;"Golgi membrane, mitochondrion, integral component of membrane, Golgi apparatus";0,000189636372256199
"1043";1043;"Q6ZQN7";"Q6ZQN7";"SO4C1_HUMAN";"Solute carrier organic anion transporter family member 4C1";"SLCO4C1";1;2;5,16690358502518e-05;1;1;1;1;5,17296551412319e-05;5,16264933758768e-05;"extracellular vesicular exosome, plasma membrane, integral component of membrane, basolateral plasma membrane";9,48181861280994e-05
"1110";1110;"Q8IXU6";"Q8IXU6-1,Q8IXU6-3";"S35F2_HUMAN";"Solute carrier family 35 member F2";"SLC35F2";1;2;5,0011205822971e-05;1;1;1;1;5,00698801099625e-05;4,99700283477738e-05;"integral component of membrane";9,48181861280994e-05
"1123";1123;"Q8N1S5";"Q8N1S5-1,Q8N1S5-2";"S39AB_HUMAN";"Zinc transporter ZIP11";"SLC39A11";1;2;5,46906168941262e-05;1;1;1;1;5,47547811728829e-05;5,46455865557526e-05;"integral component of membrane";9,48181861280994e-05
"1129";1129;"Q8N357";"Q8N357";"S35F6_HUMAN";"Solute carrier family 35 member F6";"SLC35F6";5;12;0,000604987309254701;5;5;6;6;0,000605697094160408;0,000604489183894363;"extracellular vesicular exosome, lysosomal membrane, mitochondrion, integral component of membrane";0,000568909116768596
"1148";1148;"Q8NBI5";"Q8NBI5";"S43A3_HUMAN";"Solute carrier family 43 member 3";"SLC43A3";2;5;0,000190470376555918;2;2;3;2;0,000228832608893596;0,000152250839935376;"integral component of membrane";0,000237045465320248
"1157";1157;"Q8NBW4";"Q8NBW4-1,Q8NBW4-2";"S38A9_HUMAN";"Putative sodium-coupled neutral amino acid transporter 9";"SLC38A9";1;2;3,33408038819807e-05;1;1;1;1;3,33799200733083e-05;3,33133522318492e-05;"integral component of membrane";9,48181861280994e-05
"1167";1167;"Q8NEW0";"Q8NEW0";"ZNT7_HUMAN";"Zinc transporter 7";"SLC30A7";3;5;0,000248725943853606;3;2;3;2;0,000298821305762648;0,000198816921298589;"cytoplasmic membrane-bounded vesicle, Golgi apparatus, cytoplasm, integral component of membrane, extracellular vesicular exosome, vesicle, perinuclear region of cytoplasm, Golgi membrane";0,000237045465320248
"1176";1176;"Q8TAD4";"Q8TAD4-1";"ZNT5_HUMAN";"Zinc transporter 5";"SLC30A5";2;4;9,77996913871433e-05;2;2;2;2;9,79144322150377e-05;9,77191665467576e-05;"secretory granule membrane, nucleolus, Golgi apparatus, secretory granule, membrane, nucleus, Golgi membrane, integral component of plasma membrane, apical plasma membrane";0,000189636372256199
"1178";1178;"Q8TB61";"Q8TB61-1,Q8TB61-2,Q8TB61-3";"S35B2_HUMAN";"Adenosine 3'-phospho 5'-phosphosulfate transporter 1";"SLC35B2";6;11;0,000158754707373227;5;5;6;5;0,000173390140380796;0,000144203631188792;"membrane, integral component of membrane, Golgi membrane, Golgi apparatus";0,000521500023704547
"1179";1179;"Q8TBP6";"Q8TBP6";"S2540_HUMAN";"Solute carrier family 25 member 40";"SLC25A40";2;2;0,000110675686259119;NA;2;NA;2;NA;0,000221169119551093;"integral component of membrane, mitochondrial inner membrane";9,48181861280994e-05
"1189";1189;"Q8TF71";"Q8TF71";"MOT10_HUMAN";"Monocarboxylate transporter 10";"SLC16A10";1;1;3,63188174326042e-05;1;NA;1;NA;7,27228549946639e-05;NA;"integral component of membrane, plasma membrane, basolateral plasma membrane";4,74090930640497e-05
"1195";1195;"Q8WUM9";"Q8WUM9";"S20A1_HUMAN";"Sodium-dependent phosphate transporter 1";"SLC20A1";1;2;6,0602680634964e-05;1;1;1;1;5,51579828015492e-05;6,60575809204149e-05;"integral component of plasma membrane, plasma membrane, membrane";9,48181861280994e-05
"1197";1197;"Q8WUX1";"Q8WUX1-1";"S38A5_HUMAN";"Sodium-coupled neutral amino acid transporter 5";"SLC38A5";5;10;0,000396275232580321;5;4;5;5;0,00039674015171877;0,000395948953433631;"plasma membrane, integral component of membrane";0,000474090930640497
"1209";1209;"Q92504";"Q92504";"S39A7_HUMAN";"Zinc transporter SLC39A7";"SLC39A7";2;2;7,97620084340775e-05;NA;2;NA;2;NA;0,000159392670380106;"membrane, integral component of membrane, endoplasmic reticulum membrane, Golgi apparatus";9,48181861280994e-05
"1243";1243;"Q969S0";"Q969S0-1,Q969S0-2,Q969S0-3";"S35B4_HUMAN";"UDP-xylose and UDP-N-acetylglucosamine transporter";"SLC35B4";1;2;3,76720865615129e-05;1;1;1;1;3,7716284312439e-05;3,76410686849293e-05;"Golgi membrane, integral component of membrane, Golgi apparatus";9,48181861280994e-05
"1256";1256;"Q96AG3";"Q96AG3";"S2546_HUMAN";"Solute carrier family 25 member 46";"SLC25A46";3;3;0,000134240605103764;NA;3;NA;3;NA;0,000268260152182786;"mitochondrial inner membrane, integral component of membrane";0,000142227279192149
"1286";1286;"Q96K37";"Q96K37-1,Q96K37-2";"S35E1_HUMAN";"Solute carrier family 35 member E1";"SLC35E1";1;3;6,84299669919189e-05;1;1;1;2;4,56735003929901e-05;9,11648322052068e-05;"integral component of membrane";0,000142227279192149
"1299";1299;"Q96QD8";"Q96QD8-1";"S38A2_HUMAN";"Sodium-coupled neutral amino acid transporter 2";"SLC38A2";4;6;0,000221788825823611;4;2;4;2;0,000296065378041517;0,000147737475115157;"plasma membrane, integral component of membrane";0,000284454558384298
"1308";1308;"Q96T83";"Q96T83";"SL9A7_HUMAN";"Sodium/hydrogen exchanger 7";"SLC9A7";2;2;5,15977682145963e-05;NA;2;NA;2;NA;0,000103110568838993;"recycling endosome membrane, trans-Golgi network, Golgi membrane, integral component of membrane";9,48181861280994e-05
"1327";1327;"Q99808";"Q99808";"S29A1_HUMAN";"Equilibrative nucleoside transporter 1";"SLC29A1";9;23;0,000943413141423677;9;8;12;11;0,000985586061111892;0,000901652178169918;"integral component of plasma membrane, basolateral plasma membrane, plasma membrane, membrane, apical plasma membrane";0,00109040914047314
"1377";1377;"Q9BXP2";"Q9BXP2-1";"S12A9_HUMAN";"Solute carrier family 12 member 9";"SLC12A9";3;6;0,000125453854431955;3;3;3;3;0,000125787483653179;0,000125187272375747;"plasma membrane, integral component of membrane, extracellular vesicular exosome";0,000284454558384298
"1404";1404;"Q9H2H9";"Q9H2H9";"S38A1_HUMAN";"Sodium-coupled neutral amino acid transporter 1";"SLC38A1";4;8;0,000307255703947288;4;4;4;4;0,000307616183344985;0,000307002720362503;"plasma membrane, axon, extracellular vesicular exosome, integral component of membrane";0,000379272744512397
"1444";1444;"Q9HC21";"Q9HC21";"TPC_HUMAN";"Mitochondrial thiamine pyrophosphate carrier";"SLC25A19";3;4;0,00023380238722239;2;2;2;2;0,000234076689514074;0,000233609882525842;"integral component of membrane, nucleus, mitochondrial inner membrane";0,000189636372256199
"1480";1480;"Q9NUM3";"Q9NUM3-1,Q9NUM3-2";"S39A9_HUMAN";"Zinc transporter ZIP9";"SLC39A9";1;4;0,000121851407021441;1;1;2;2;0,000121994365870527;0,00012175107884083;"integral component of membrane";0,000189636372256199
"1489";1489;"Q9NVC3";"Q9NVC3-1";"S38A7_HUMAN";"Putative sodium-coupled neutral amino acid transporter 7";"SLC38A7";2;6;0,000242911571140145;2;2;3;3;0,000243196560534103;0,000242711566260616;"axon, neuronal cell body, integral component of membrane";0,000284454558384298
"1509";1509;"Q9NY26";"Q9NY26";"S39A1_HUMAN";"Zinc transporter ZIP1";"SLC39A1";2;5;0,000288644922496777;2;1;3;2;0,000346780280761592;0,000230725809902067;"endoplasmic reticulum membrane, plasma membrane, integral component of membrane, membrane";0,000237045465320248
"1555";1555;"Q9UBX3";"Q9UBX3-1,Q9UBX3-2";"DIC_HUMAN";"Mitochondrial dicarboxylate carrier";"SLC25A10";6;10;0,000325856985675804;4;5;4;6;0,000260991430817087;0,000390706423736601;"nucleus, mitochondrial inner membrane, integral component of membrane";0,000474090930640497
"1569";1569;"Q9UHW9";"Q9UHW9-1,Q9UHW9-2,Q9UHW9-3,Q9UHW9-4,Q9UHW9-5,Q9UHW9-6";"S12A6_HUMAN";"Solute carrier family 12 member 6";"SLC12A6";3;5;1,35537615781095e-05;3;2;3;2;1,62835957922834e-05;1,08340815084449e-05;"basolateral plasma membrane, plasma membrane, integral component of membrane";0,000237045465320248
"1579";1579;"Q9UJS0";"Q9UJS0-1,Q9UJS0-2";"CMC2_HUMAN";"Calcium-binding mitochondrial carrier protein Aralar2";"SLC25A13";10;19;0,000399404946550023;9;9;10;9;0,000443878759374837;0,000355976963848903;"mitochondrial inner membrane, mitochondrion, integral component of plasma membrane";0,000900772768216944
"1603";1603;"Q9Y289";"Q9Y289";"SC5A6_HUMAN";"Sodium-dependent multivitamin transporter";"SLC5A6";2;4;0,000117821675450653;2;2;2;2;0,000117959906526778;0,000117724665209873;"plasma membrane, vesicle membrane, membrane, integral component of plasma membrane, brush border membrane";0,000189636372256199
"1604";1604;"Q9Y2D2";"Q9Y2D2-1,Q9Y2D2-2";"S35A3_HUMAN";"UDP-N-acetylglucosamine transporter";"SLC35A3";1;4;0,000115102713709484;1;1;2;2;0,000115237754837698;0,000115007942166569;"integral component of membrane, Golgi apparatus, Golgi membrane";0,000189636372256199
"1644";1644;"Q9Y619";"Q9Y619";"ORNT1_HUMAN";"Mitochondrial ornithine transporter 1";"SLC25A15";7;13;0,000807822201698622;7;5;8;5;0,000995409178000051;0,00062089005322483;"integral component of membrane, mitochondrial inner membrane";0,000616318209832646
"1647";1647;"Q9Y666";"Q9Y666-1";"S12A7_HUMAN";"Solute carrier family 12 member 7";"SLC12A7";2;4;6,90828844978436e-05;2;2;2;2;6,91639341131153e-05;6,90260040704243e-05;"plasma membrane, integral component of plasma membrane";0,000189636372256199
"1661";1661;"Q9Y6M5";"Q9Y6M5";"ZNT1_HUMAN";"Zinc transporter 1";"SLC30A1";2;3;0,000110675686259119;1;2;1;2;7,38703556651912e-05;0,000147446079700729;"endoplasmic reticulum, nuclear membrane, Golgi apparatus, cytoplasm, T-tubule, plasma membrane, integral component of membrane";0,000142227279192149
"76";76;"O15439";"O15439-1,O15439-2";"MRP4_HUMAN";"Multidrug resistance-associated protein 4";"ABCC4";4;6;4,23491116478291e-05;3;3;3;3;4,23987965912286e-05;4,23142428726054e-05;"integral component of membrane, platelet dense granule membrane, membrane, plasma membrane";0,000284454558384298
"131";131;"O75027";"O75027-1,O75027-2";"ABCB7_HUMAN";"ATP-binding cassette sub-family B member 7, mitochondrial";"ABCB7";15;32;0,000397961510165769;14;14;15;17;0,00037352663220331;0,000422485957759502;"integral component of membrane, mitochondrial inner membrane, mitochondrion";0,00151709097804959
"447";447;"P28288";"P28288-1";"ABCD3_HUMAN";"ATP-binding cassette sub-family D member 3";"ABCD3";16;30;0,000908245995886673;14;14;14;16;0,000852479597623336;0,00096421681406721;"intracellular membrane-bounded organelle, cytosol, peroxisome, membrane, peroxisomal matrix, mitochondrial inner membrane, integral component of membrane, peroxisomal membrane";0,00142227279192149
"494";494;"P33527";"P33527-1,P33527-9";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";21;38;0,000232122552957565;19;16;21;17;0,000256857503843008;0,00020751759649585;"membrane, extracellular vesicular exosome, plasma membrane, integral component of plasma membrane";0,00180154553643389
"495";495;"P33897";"P33897";"ABCD1_HUMAN";"ATP-binding cassette sub-family D member 1";"ABCD1";5;10;0,000251062966144848;5;5;5;5;0,000251357518941288;0,00025085624969218;"cytoplasm, perinuclear region of cytoplasm, peroxisomal membrane, peroxisome, integral component of peroxisomal membrane, membrane, cytosol, mitochondrion";0,000474090930640497
"690";690;"P61221";"P61221";"ABCE1_HUMAN";"ATP-binding cassette sub-family E member 1";"ABCE1";1;2;6,2451388907483e-05;1;1;1;1;6,25246583009214e-05;6,23999686212601e-05;"membrane, cytoplasm, mitochondrion";9,48181861280994e-05
"1325";1325;"Q99758";"Q99758";"ABCA3_HUMAN";"ATP-binding cassette sub-family A member 3";"ABCA3";1;2;2,19532757955295e-05;1;1;1;1;2,19790318792558e-05;2,19352002371683e-05;"alveolar lamellar body membrane, extracellular space, integral component of membrane, alveolar lamellar body, membrane, plasma membrane";9,48181861280994e-05
"1467";1467;"Q9NRK6";"Q9NRK6";"ABCBA_HUMAN";"ATP-binding cassette sub-family B member 10, mitochondrial";"ABCB10";5;7;0,000190083241644219;4;3;4;3;0,000217492859014239;0,000162794343223584;"integral component of mitochondrial membrane, mitochondrial inner membrane";0,000331863651448348
"1486";1486;"Q9NUT2";"Q9NUT2-1,Q9NUT2-2";"ABCB8_HUMAN";"ATP-binding cassette sub-family B member 8, mitochondrial";"ABCB8";1;1;1,36327922578653e-05;0;1;0;1;NA;2,72431349884364e-05;"mitochondrion, mitochondrial inner membrane, membrane, nucleolus, mitochondrial envelope, ATP-binding cassette (ABC) transporter complex, nucleus, integral component of membrane";4,74090930640497e-05
"1557";1557;"Q9UG63";"Q9UG63";"ABCF2_HUMAN";"ATP-binding cassette sub-family F member 2";"ABCF2";1;1;3,00227784555235e-05;NA;1;NA;1;NA;5,99961175026241e-05;"membrane, ATP-binding cassette (ABC) transporter complex, mitochondrial envelope";4,74090930640497e-05
