"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5827.1.id.csv";"peptide.count.P5827.2.id.csv";"spectra.count.P5827.1.id.csv";"spectra.count.P5827.2.id.csv";"dNSAF.P5827.1.id.csv";"dNSAF.P5827.2.id.csv";"Go.Cc";"norm.sc"
"27";27;"O43396";"O43396";"O43396";"TXNL1_HUMAN";"Thioredoxin-like protein 1";"TXNL1";3;4;0,000835215698045028;1;3;1;3;0,00049172576731568;0,00148884752362497;"nucleus, cytoplasm, proteasome complex";0,000685166152792052
"28";28;"O43684";"O43684-1,O43684-2";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";3;6;0,000551929885827012;3;3;3;3;NA;NA;"nucleus, kinetochore, cytosol, condensed chromosome kinetochore";0,00102774922918808
"31";31;"O43809";"O43809";"O43809";"CPSF5_HUMAN";"Cleavage and polyadenylation specificity factor subunit 5";"NUDT21";3;6;0,0015950044277644;2;2;3;3;0,00187808916415284;0,00189549310276483;"nucleoplasm, centrosome, paraspeckles, mRNA cleavage factor complex, nucleus";0,00102774922918808
"33";33;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";4;7;0,000245784507209107;4;3;4;3;NA;NA;"ribonucleoprotein complex, nucleoplasm, CRD-mediated mRNA stability complex, endoplasmic reticulum, catalytic step 2 spliceosome, nucleus, histone pre-mRNA 3'end processing complex, GAIT complex";0,00119904076738609
"34";34;"O60814";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";2;3;0,00127712876579372;1;2;1;2;0,00193345233679227;0,00200557401991961;"nucleosome, nucleoplasm";0,000513874614594039
"35";35;"O60832";"O60832-1";"O60832-1";"DKC1_HUMAN";"H/ACA ribonucleoprotein complex subunit 4";"DKC1";2;3;0,000352204285119183;2;1;2;1;NA;NA;"nucleolus, nucleoplasm, cytoplasm, telomerase holoenzyme complex, Cajal body, nucleus";0,000513874614594039
"36";36;"O60841";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";2;2;9,89251380061529e-05;2;NA;2;NA;0,000232965158613494;NA;"cytosol";0,000342583076396026
"37";37;"O75367";"O75367-1,O75367-2,O75367-3";"O75367-1,O75367-2,O75367-3";"H2AY_HUMAN";"Core histone macro-H2A.1";"H2AFY";1;1;5,40719840356212e-05;1;NA;1;NA;NA;NA;"sex chromatin, Barr body, nucleosome, condensed chromosome";0,000171291538198013
"41";41;"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";1;1;0,000678026226783745;1;NA;1;NA;0,00159672749162058;NA;"cytosol, chromosome, nucleoplasm";0,000171291538198013
"43";43;"O75643";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";11;19;0,000536770762870465;9;8;11;8;NA;NA;"spliceosomal complex, nucleus, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP";0,00325453922576225
"44";44;"O75821";"O75821";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";5;13;0,00245148857621498;5;4;7;6;0,00310862883524881;0,00268923083954761;"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, perinuclear region of cytoplasm, eukaryotic translation initiation factor 3 complex, nucleus, cytosol";0,00222678999657417
"46";46;"O75937";"O75937";"O75937";"DNJC8_HUMAN";"DnaJ homolog subfamily C member 8";"DNAJC8";2;2;0,00047703030975299;NA;2;NA;2;NA;0,00113379956344563;"nucleoplasm";0,000342583076396026
"50";50;"O76013";"O76013-1,O76013-2";"O76013-1,O76013-2";"KRT36_HUMAN";"Keratin, type I cuticular Ha6";"KRT36";3;6;0,00101351704286376;3;3;3;3;NA;NA;"intermediate filament";0,00102774922918808
"51";51;"O76014";"O76014";"O76014";"KRT37_HUMAN";"Keratin, type I cuticular Ha7";"KRT37";0;0;NA;0;0;0;0;NA;0;"intermediate filament";0
"52";52;"O76015";"O76015";"O76015";"KRT38_HUMAN";"Keratin, type I cuticular Ha8";"KRT38";0;0;NA;0;0;0;0;NA;0;"intermediate filament";0
"54";54;"O94903";"O94903";"O94903";"PROSC_HUMAN";"Proline synthase co-transcribed bacterial homolog protein";"PROSC";2;5;0,00109716971243188;2;1;3;2;0,00155027723731889;0,00104309559836998;"mitochondrion, cytoplasm, intracellular";0,000856457690990065
"56";56;"O94906";"O94906-1,O94906-2";"O94906-1,O94906-2";"PRP6_HUMAN";"Pre-mRNA-processing factor 6";"PRPF6";1;1;3,20639395237796e-05;NA;1;NA;1;NA;NA;"nucleus, U4/U6 x U5 tri-snRNP complex, U5 snRNP, U4/U6 snRNP, nucleoplasm, nuclear speck, spliceosomal complex, catalytic step 2 spliceosome";0,000171291538198013
"62";62;"P00367";"P00367,P49448";"P00367,P49448";"DHE3_HUMAN, DHE4_HUMAN";"Glutamate dehydrogenase 1, mitochondrial, Glutamate dehydrogenase 2, mitochondrial";"GLUD1, GLUD2";3;8;0,00043257587228497;3;3;5;3;0,0006366879334867;0,000385552808537292;"cytoplasm, mitochondrion, mitochondrial matrix";0,0013703323055841
"70";70;"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";1;1;0,000877306922448389;0;1;0;1;0;0,00195971977096162;"cilium, cytosol, myelin sheath, microtubule, internode region of axon, neuronal cell body";0,000171291538198013
"75";75;"P05114";"P05114";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";1;1;0,000603443341837533;1;NA;1;NA;0,00142108746754232;NA;"chromatin, cytoplasm, nucleus";0,000171291538198013
"77";77;"P05165";"P05165-1,P05165-2,P05165-3";"P05165-1,P05165-2,P05165-3";"PCCA_HUMAN";"Propionyl-CoA carboxylase alpha chain, mitochondrial";"PCCA";2;2;5,52603792891514e-05;2;NA;2;NA;NA;NA;"cytosol, mitochondrial matrix";0,000342583076396026
"78";78;"P05166";"P05166-1,P05166-2";"P05166-1,P05166-2";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";24;58;0,00324672670005352;22;23;28;30;NA;NA;"cytosol, mitochondrion, mitochondrial matrix";0,00993490921548476
"85";85;"P06748";"P06748-1,P06748-2";"P06748-1,P06748-2";"NPM_HUMAN";"Nucleophosmin";"NPM1";10;30;0,00307879256039558;10;9;15;15;NA;NA;"spindle pole centrosome, centrosome, cytosol, nucleolus, ribonucleoprotein complex, nucleoplasm, nucleus, cytoplasm";0,00513874614594039
"86";86;"P06899";"P06899,P23527,P33778,Q16778";"P06899,P23527,P33778,Q16778";"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE";0;0;0;0;0;0;0;NA;0;"nucleoplasm, nucleosome";0
"88";88;"P07203";"P07203";"P07203";"GPX1_HUMAN";"Glutathione peroxidase 1";"GPX1";1;3;0,000891788189907684;1;1;1;2;0,000700043087459269;0,00141306053966377;"mitochondrial matrix, cytosol, mitochondrion, nucleus, cytoplasm";0,000513874614594039
"91";91;"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";13;20;0,000798205478621075;10;9;10;10;0,000939872663718462;0,000948582306718733;"ribonucleoprotein complex, cytoplasm, GAIT complex, cytosol";0,00342583076396026
"97";97;"P08559";"P08559-1,P08559-2,P08559-3,P08559-4,P29803";"P08559-1,P08559-2,P08559-3,P08559-4,P29803";"ODPA_HUMAN, ODPAT_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial, Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial";"PDHA1, PDHA2";2;2;6,19551685664818e-05;NA;2;NA;2;NA;0,000739307447298312;"mitochondrion, pyruvate dehydrogenase complex, mitochondrial matrix";0,000342583076396026
"98";98;"P08579";"P08579";"P08579";"RU2B_HUMAN";"U2 small nuclear ribonucleoprotein B''";"SNRPB2";2;3;0,000919532711371479;1;2;1;2;0,000842125906691742;0,00127489462022998;"catalytic step 2 spliceosome, nucleolus, nucleoplasm, U2 snRNP, nucleus, spliceosomal complex";0,000513874614594039
"99";99;"P08621";"P08621-1,P08621-2";"P08621-1,P08621-2";"RU17_HUMAN";"U1 small nuclear ribonucleoprotein 70 kDa";"SNRNP70";4;8;0,000552350884977147;4;4;4;4;NA;NA;"nuclear speck, nucleoplasm, nucleus, spliceosomal complex, U1 snRNP";0,0013703323055841
"101";101;"P08708";"P08708,P0CW22";"P08708,P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";3;6;0,00134098520408341;3;3;3;3;0,00157898607504702;0,00159361827528747;"ribosome, cytosolic small ribosomal subunit, cytosol";0,00102774922918808
"102";102;"P08729";"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";1;2;0,000277153427905557;1;1;1;1;0,000326720615133215;0,000329111541469664;"keratin filament, intermediate filament, cytoplasm";0,000342583076396026
"105";105;"P09012";"P09012";"P09012";"SNRPA_HUMAN";"U1 small nuclear ribonucleoprotein A";"SNRPA";3;4;0,000978226288693062;2;2;2;2;0,00134381793621023;0,00101720315443881;"cytoplasm, nucleoplasm, U1 snRNP, spliceosomal complex, nucleolus, nucleus";0,000685166152792052
"106";106;"P09234";"P09234";"P09234";"RU1C_HUMAN";"U1 small nuclear ribonucleoprotein C";"SNRPC";2;4;0,00151809645745291;2;2;2;2;0,0017875314057136;0,0018040961607028;"U1 snRNP, Cajal body, U2-type prespliceosome, commitment complex, nucleus";0,000685166152792052
"108";108;"P09622";"P09622";"P09622";"DLDH_HUMAN";"Dihydrolipoyl dehydrogenase, mitochondrial";"DLD";4;10;0,00118554684054525;4;4;5;5;0,00139596018422624;0,00140889631410484;"nucleus, cilium, acrosomal matrix, mitochondrial matrix, mitochondrion";0,00171291538198013
"110";110;"P09661";"P09661";"P09661";"RU2A_HUMAN";"U2 small nuclear ribonucleoprotein A'";"SNRPA1";1;2;0,000473288895558849;1;1;1;1;0,000557289202957771;0,00056245350892499;"catalytic step 2 spliceosome, small nuclear ribonucleoprotein complex, nucleoplasm, U2 snRNP, spliceosomal complex, nucleus";0,000342583076396026
"111";111;"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";4;7;0,000416578243872064;3;4;3;4;0,000420440079154531;0,000565781636196736;"transcription factor complex, nucleus, nucleolus, nuclear envelope, nucleoplasm";0,00119904076738609
"114";114;"P0C7H8";"P0C7H8,Q9BYR9,Q9BYT5,Q9BYU5";"P0C7H8,Q9BYR9,Q9BYT5,Q9BYU5";"KRA21_HUMAN, KRA22_HUMAN, KRA23_HUMAN, KRA24_HUMAN";"Keratin-associated protein 2-1, Keratin-associated protein 2-2, Keratin-associated protein 2-3, Keratin-associated protein 2-4";"KRTAP2-1, KRTAP2-2, KRTAP2-3, KRTAP2-4";1;12;0,00142826826470422;1;1;6;6;0,00168176031661812;0,00169734490859021;"keratin filament";0,00205549845837616
"115";115;"P10412";"P10412,P16402,P16403";"P10412,P16402,P16403";"H12_HUMAN, H13_HUMAN, H14_HUMAN";"Histone H1.2, Histone H1.3, Histone H1.4";"HIST1H1C, HIST1H1D, HIST1H1E";5;9;0,000831698327188024;5;4;5;4;0,00108812210378431;0,000878564439668438;"nucleus, nucleosome";0,00154162384378212
"120";120;"P11177";"P11177-1,P11177-2,P11177-3";"P11177-1,P11177-2,P11177-3";"ODPB_HUMAN";"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial";"PDHB";3;5;0,000280150112273692;2;3;2;3;NA;NA;"mitochondrial matrix, pyruvate dehydrogenase complex";0,000856457690990065
"124";124;"P11940";"P11940-1,P11940-2";"P11940-1,P11940-2";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";6;10;0,000474405142954035;6;4;6;4;NA;NA;"ribonucleoprotein complex, cytoplasmic stress granule, catalytic step 2 spliceosome, cytosol, cytoplasm, nucleus";0,00171291538198013
"126";126;"P12035";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";0;0;0;0;0;0;0;0;0;"keratin filament, intermediate filament";0
"127";127;"P12036";"P12036-1,P12036-2";"P12036-1,P12036-2";"NFH_HUMAN";"Neurofilament heavy polypeptide";"NEFH";1;1;3,1018943978137e-05;1;0;1;0;NA;NA;"neurofibrillary tangle, neurofilament, axon, cytoplasm, mitochondrion";0,000171291538198013
"131";131;"P12883";"P12883";"P12883";"MYH7_HUMAN";"Myosin-7";"MYH7";2;2;6,23714048410887e-05;NA;2;NA;2;NA;0,000148243560491858;"myosin filament, sarcomere, focal adhesion, cytoplasm, myosin complex, stress fiber, Z disc, muscle myosin complex, nucleus";0,000342583076396026
"133";133;"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";10;19;0,00156631468509742;7;9;8;11;0,0015531010574233;0,00215530340510191;"cytosol, nuclear chromosome, telomeric region, nonhomologous end joining complex, nuclear telomere cap complex, nucleus, nucleoplasm, Ku70:Ku80 complex";0,00325453922576225
"143";143;"P14649";"P14649,P60660-1,P60660-2";"P14649,P60660-1,P60660-2";"MYL6_HUMAN, MYL6B_HUMAN";"Myosin light chain 6B, Myosin light polypeptide 6";"MYL6, MYL6B";2;4;0,000473288895558849;2;2;2;2;0,00136643025725223;0,00137909273822954;"cytosol, muscle myosin complex, unconventional myosin complex, myosin complex";0,000685166152792052
"144";144;"P14678";"P14678-1,P14678-2,P14678-3,P63162";"P14678-1,P14678-2,P14678-3,P63162";"RSMB_HUMAN, RSMN_HUMAN";"Small nuclear ribonucleoprotein-associated protein N, Small nuclear ribonucleoprotein-associated proteins B and B'";"SNRPB, SNRPN";4;7;0,000440010770089868;3;4;3;4;0,00177635933442789;0,00239042741293121;"U1 snRNP, methylosome, SMN-Sm protein complex, nucleoplasm, cytosol, U4 snRNP, U12-type spliceosomal complex, U7 snRNP, catalytic step 2 spliceosome, small nuclear ribonucleoprotein complex, spliceosomal complex, histone pre-mRNA 3'end processing complex";0,00119904076738609
"152";152;"P16989";"P16989-1,P16989-2,P16989-3";"P16989-1,P16989-2,P16989-3";"DBPA_HUMAN";"DNA-binding protein A";"CSDA";1;3;0,000205473539335361;1;1;2;1;NA;NA;"perinuclear region of cytoplasm, nucleus, tight junction, cytoplasm, polysome";0,000513874614594039
"155";155;"P17980";"P17980";"P17980";"PRS6A_HUMAN";"26S protease regulatory subunit 6A";"PSMC3";4;6;0,000824751720051298;3;3;3;3;0,000971130387842129;0,000980129690951293;"nucleoplasm, perinuclear region of cytoplasm, cytoplasmic mRNA processing body, nucleus, proteasome accessory complex, cytosol, proteasome complex";0,00102774922918808
"158";158;"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";10;22;0,0053531264195265;8;9;11;11;0,00630321054151833;0,00636162134086531;"cytosolic large ribosomal subunit, ribonucleoprotein complex, cytosol";0,00376841384035629
"159";159;"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";4;9;0,00295162504159663;4;4;4;5;0,00308932058161373;0,00389743599934436;"cytosolic large ribosomal subunit, cytosol";0,00154162384378212
"162";162;"P20042";"P20042";"P20042";"IF2B_HUMAN";"Eukaryotic translation initiation factor 2 subunit 2";"EIF2S2";2;2;0,000362428433536056;2;NA;2;NA;0,000853505986511901;NA;"cytosol, eukaryotic translation initiation factor 2 complex";0,000342583076396026
"169";169;"P22061";"P22061-1,P22061-2";"P22061-1,P22061-2";"PIMT_HUMAN";"Protein-L-isoaspartate(D-aspartate) O-methyltransferase";"PCMT1";7;20;0,00265834071294067;7;6;11;9;NA;NA;"cytoplasm, endoplasmic reticulum";0,00342583076396026
"173";173;"P22626";"P22626-1";"P22626-1";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";13;41;0,00813024513818501;13;12;22;19;NA;NA;"spliceosomal complex, cytoplasm, catalytic step 2 spliceosome, ribonucleoprotein complex, nucleoplasm";0,00702295306611853
"174";174;"P23193";"P23193-1";"P23193-1";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";5;8;0,00160383612448514;4;4;4;4;NA;NA;"nucleolus, nucleoplasm, nucleus";0,0013703323055841
"175";175;"P23246";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";6;13;0,00116798383739863;5;6;6;7;NA;NA;"cytoplasm, nucleus, nucleoplasm, paraspeckles, nuclear matrix";0,00222678999657417
"179";179;"P23588";"P23588";"P23588";"IF4B_HUMAN";"Eukaryotic translation initiation factor 4B";"EIF4B";5;9;0,000888869079629754;5;4;5;4;0,00116291936787424;0,000938956757943519;"eukaryotic translation initiation factor 4F complex, cytosol";0,00154162384378212
"180";180;"P24534";"P24534";"P24534";"EF1B_HUMAN";"Elongation factor 1-beta";"EEF1B2";2;3;0,000804591122450044;2;1;2;1;0,00126318886003761;0,000637447310114989;"eukaryotic translation elongation factor 1 complex, cytosol";0,000513874614594039
"184";184;"P25398";"P25398";"P25398";"RS12_HUMAN";"40S ribosomal protein S12";"RPS12";4;12;0,00548584856215939;4;4;6;6;0,00645948848882871;0,00651934748981239;"cytosolic small ribosomal subunit, cytosol";0,00205549845837616
"193";193;"P26368";"P26368-1,P26368-2";"P26368-1,P26368-2";"U2AF2_HUMAN";"Splicing factor U2AF 65 kDa subunit";"U2AF2";5;9;0,000571683165951347;4;4;5;4;NA;NA;"spliceosomal complex, nucleus, nucleoplasm, nuclear speck";0,00154162384378212
"194";194;"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";7;14;0,0040038894719078;7;6;8;6;0,00538800935561067;0,00407845435381628;"cytosol, nucleolus, cytosolic large ribosomal subunit, cytoplasm, cytosolic ribosome";0,00239808153477218
"198";198;"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";6;14;0,00193322809742001;6;5;8;6;0,00260153312135893;0,00196923082072136;"cytosol, eukaryotic translation elongation factor 1 complex";0,00239808153477218
"200";200;"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";8;16;0,00451172592028062;8;8;8;8;0,00531247651417688;0,00536170634676159;"cytosol, endoplasmic reticulum, cytosolic large ribosomal subunit";0,00274066461116821
"201";201;"P27694";"P27694";"P27694";"RFA1_HUMAN";"Replication protein A 70 kDa DNA-binding subunit";"RPA1";3;4;0,000391846325868528;3;1;3;1;0,000692088052374504;0,000232833838921871;"nucleoplasm, lateral element, nucleus, cytoplasm, DNA replication factor A complex, male germ cell nucleus, actin cytoskeleton, PML body";0,000685166152792052
"210";210;"P29144";"P29144";"P29144";"TPP2_HUMAN";"Tripeptidyl-peptidase 2";"TPP2";1;2;9,66282372838323e-05;1;1;1;1;0,000113778019819241;0,000114832381726079;"cytosol, nucleus, cytoplasm";0,000342583076396026
"212";212;"P29692";"P29692-1,P29692-2";"P29692-1,P29692-2";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";3;8;0,00085899408090752;3;3;4;4;NA;NA;"cytosol, nucleolus, nucleus, eukaryotic translation elongation factor 1 complex, cytoplasm";0,0013703323055841
"217";217;"P31942";"P31942-1,P31942-2";"P31942-1,P31942-2";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";6;12;0,00104643354075873;6;4;7;5;NA;NA;"nucleus, spliceosomal complex";0,00205549845837616
"218";218;"P31943";"P31943";"P31943";"HNRH1_HUMAN";"Heterogeneous nuclear ribonucleoprotein H";"HNRNPH1";8;22;0,00335096970819952;8;8;11;11;0,00391669430085438;0,00401573552029169;"nucleus, nucleoplasm, catalytic step 2 spliceosome";0,00376841384035629
"222";222;"P32969";"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";5;12;0,00377152088648458;5;4;7;5;0,00518104805874802;0,00373504283270501;"cytosol, cytosolic large ribosomal subunit, cytoplasm, nucleolus, ribosome";0,00205549845837616
"223";223;"P33176";"P33176";"P33176";"KINH_HUMAN";"Kinesin-1 heavy chain";"KIF5B";3;4;0,00025065144001559;1;3;1;3;0,000147568792060469;0,000446808862230132;"microtubule, cytoplasm, perinuclear region of cytoplasm, kinesin complex, neuron projection, ciliary rootlet, microtubule organizing center, vesicle";0,000685166152792052
"224";224;"P33991";"P33991";"P33991";"MCM4_HUMAN";"DNA replication licensing factor MCM4";"MCM4";2;2;0,000139847819661074;2;NA;2;NA;0,00032933660893217;NA;"MCM complex, nucleoplasm, nucleus";0,000342583076396026
"225";225;"P33992";"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";3;3;0,000246638968053488;3;NA;3;NA;0,00058082594041239;NA;"MCM complex, nucleoplasm, nucleus";0,000513874614594039
"226";226;"P33993";"P33993-1";"P33993-1";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";2;3;0,000251784426357802;2;NA;3;NA;NA;NA;"chromatin, nucleus, cytosol, nucleoplasm, MCM complex, cytoplasm";0,000513874614594039
"232";232;"P35637";"P35637-1,P35637-2";"P35637-1,P35637-2";"FUS_HUMAN";"RNA-binding protein FUS";"FUS";3;7;0,000552104768553826;3;2;4;3;NA;NA;"nucleoplasm, cytoplasm, nucleus";0,00119904076738609
"235";235;"P35998";"P35998";"P35998";"PRS7_HUMAN";"26S protease regulatory subunit 7";"PSMC2";4;7;0,00097554350874428;3;4;3;4;0,000984587159960034;0,00132494821963854;"cytoplasmic mRNA processing body, nucleoplasm, proteasome accessory complex, proteasome complex, cytosol, cytoplasm";0,00119904076738609
"239";239;"P36957";"P36957";"P36957";"ODO2_HUMAN";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial";"DLST";5;8;0,0010656836058941;3;5;3;5;0,000941117528173719;0,00158306451187497;"oxoglutarate dehydrogenase complex, mitochondrial matrix";0,0013703323055841
"240";240;"P37108";"P37108";"P37108";"SRP14_HUMAN";"Signal recognition particle 14 kDa protein";"SRP14";3;5;0,00221854169793211;3;2;3;2;0,00313475176663746;0,00210920065846871;"cytosol, signal recognition particle, endoplasmic reticulum targeting, cytoplasm, intercellular bridge, nucleolus";0,000856457690990065
"244";244;"P38919";"P38919";"P38919";"IF4A3_HUMAN";"Eukaryotic initiation factor 4A-III";"EIF4A3";5;7;0,00102776238269166;5;2;5;2;0,00172881687048943;0,000697935011074805;"catalytic step 2 spliceosome, exon-exon junction complex, nucleus, nuclear speck, cytoplasm, cytosol";0,00119904076738609
