"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5744.3.id.csv";"peptide.count.P5744.4.id.csv";"spectra.count.P5744.3.id.csv";"spectra.count.P5744.4.id.csv";"dNSAF.P5744.3.id.csv";"dNSAF.P5744.4.id.csv";"Go.Cc"
"11";"P02533";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";9;21;0,0220925452749761;7;9;8;13;0,0188498016242776;0,0281015828611726;"keratin filament, cell periphery, cytosol, extracellular vesicular exosome, nucleus"
"12";"P02768";"P02768-1";"P02768-1";"ALBU_HUMAN";"Serum albumin";"ALB";5;8;0,00333683770900084;3;4;4;4;NA;NA;"blood microparticle, basement membrane, protein complex, extracellular vesicular exosome, platelet alpha granule lumen"
"13";"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";4;5;0,00212311839525492;3;2;3;2;0,00274123287547176;0,0017898304034713;"endoplasmic reticulum, peroxisomal matrix, Golgi apparatus, lysosome, cytosol, peroxisomal membrane, mitochondrial intermembrane space, plasma membrane"
"14";"P04259";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;0;0;0;0;0;0;NA;"keratin filament, extracellular vesicular exosome"
"15";"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";42;303;0,121557600385926;38;40;146;157;0,128143268452084;0,130672528202132;"extracellular vesicular exosome, keratin filament, plasma membrane, cytoskeleton, membrane, blood microparticle"
"16";"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";6;8;0,0053439206891909;3;5;3;5;0,00431232753842872;0,00703910912409981;"perinuclear region of cytoplasm, extracellular vesicular exosome, lipid particle, nucleus, GAIT complex, cytosol, ribonucleoprotein complex, microtubule cytoskeleton, plasma membrane"
"17";"P05089";"P05089-1,P05089-2";"P05089-1,P05089-2";"ARGI1_HUMAN";"Arginase-1";"ARG1";4;6;0,00208487588999878;2;4;2;4;NA;NA;"neuron projection, extracellular space, cytosol, neuronal cell body"
"18";"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";3;6;0,00450557071529938;3;3;3;3;0,00484775075628731;0,00474785548303376;"MMXD complex, mitochondrial nucleoid, integral component of plasma membrane, mitochondrial inner membrane"
"19";"P05787";"P05787";"P05787";"K2C8_HUMAN";"Keratin, type II cytoskeletal 8";"KRT8";0;0;0;0;0;0;0;0;0;"intermediate filament, nucleoplasm, keratin filament, Z disc, cytoplasm, nuclear matrix, sarcolemma, extracellular vesicular exosome, costamere, dystrophin-associated glycoprotein complex"
"20";"P06733";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";5;8;0,00412491573935242;3;5;3;5;NA;NA;"M band, cytosol, phosphopyruvate hydratase complex, plasma membrane, nucleus, extracellular vesicular exosome, extracellular space"
"21";"P06748";"P06748-1,P06748-2";"P06748-1,P06748-2";"NPM_HUMAN";"Nucleophosmin";"NPM1";3;3;0,00114171774928505;3;NA;3;NA;NA;NA;"spindle pole centrosome, ribonucleoprotein complex, cytosol, nucleolus, nucleoplasm"
"22";"P07355";"P07355-1,P07355-2";"P07355-1,P07355-2";"ANXA2_HUMAN";"Annexin A2";"ANXA2";5;9;0,00297048688752038;5;4;5;4;NA;NA;"extracellular vesicular exosome, cell surface, myelin sheath adaxonal region, melanosome, midbody, lipid particle, extracellular space, Schmidt-Lanterman incisure, protein complex, extrinsic component of plasma membrane, macropinosome, basement membrane, ruffle, perinuclear region of cytoplasm, sarcolemma, early endosome, cell cortex"
"23";"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";1;2;0,00403201223170935;1;1;1;1;0,00433822740352438;0,00424883163346565;"extracellular vesicular exosome, cytosol, cell body, plasma membrane, microtubule, nuclear envelope lumen"
"24";"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";4;6;0,00135384017264948;3;3;3;3;NA;NA;"extracellular vesicular exosome, mitochondrion, apical plasma membrane, basolateral plasma membrane, neuron projection, cell surface, extracellular matrix, perinuclear region of cytoplasm, neuronal cell body, brush border membrane, cytosol, protein complex, endocytic vesicle lumen, melanosome, plasma membrane"
"25";"P07910";"P07910-1,P07910-2";"P07910-1,P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";6;10;0,00365648168071681;6;4;6;4;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, extracellular vesicular exosome"
"26";"P08123";"P08123";"P08123";"CO1A2_HUMAN";"Collagen alpha-2(I) chain";"COL1A2";4;9;0,00147437050493325;4;4;4;5;0,00141008269924219;0,00172628225224995;"extracellular space, extracellular vesicular exosome, endoplasmic reticulum lumen, collagen type I"
"27";"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";8;15;0,0068439986628413;5;8;6;9;0,00532091979879786;0,00928258209424625;"basolateral plasma membrane, extracellular vesicular exosome, brush border membrane, apical plasma membrane, mitochondrion, melanosome, cell surface, cytosol, inclusion body"
"28";"P08727";"P08727";"P08727";"K1C19_HUMAN";"Keratin, type I cytoskeletal 19";"KRT19";0;0;0;0;0;0;0;0;0;"extracellular vesicular exosome, sarcolemma, Z disc, dystrophin-associated glycoprotein complex, costamere, intermediate filament, cell periphery"
"29";"P08729";"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";1;4;0,00208638016210292;1;0;4;0;0,00448066891208594;0;"nucleus, Golgi apparatus, intermediate filament, keratin filament"
"30";"P08779";"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";11;20;0,0154202053133954;10;7;11;9;0,0182423573811893;0,0146278120943609;"intermediate filament, extracellular vesicular exosome"
"31";"P09429";"B2RPK0,P09429";"B2RPK0,P09429";"HGB1A_HUMAN, HMGB1_HUMAN";"High mobility group protein B1, Putative high mobility group protein B1-like 1";"HMGB1, HMGB1P1";3;6;0,00315178420929393;3;3;3;3;0,00339114959007892;0,00332126979799075;"nucleoplasm, condensed chromosome, cell surface, extracellular space"
"32";"P0C0S5";"P0C0S5,Q71UI9-1,Q71UI9-2";"P0C0S5,Q71UI9-1,Q71UI9-2";"H2AV_HUMAN, H2AZ_HUMAN";"Histone H2A.V, Histone H2A.Z";"H2AFV, H2AFZ";1;1;0,00104895318215564;0;1;0;1;0;0,00614088947024332;"nucleosome, nucleus"
"33";"P0C0S8";"P0C0S8,P20671,Q16777,Q6FI13,Q96KK5,Q99878,Q9BTM1-1";"P0C0S8,P20671,Q16777,Q6FI13,Q96KK5,Q99878,Q9BTM1-1";"H2A1_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A2A_HUMAN, H2A2C_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 2-A, Histone H2A type 2-C, Histone H2A.J";"H2AFJ, HIST1H2AD, HIST1H2AH, HIST1H2AJ, HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST2H2AA3,HIST2H2AA4, HIST2H2AC";1;2;0,00113868664021615;1;1;1;1;0,00155336529610067;0,00131850839722386;"extracellular vesicular exosome, nucleosome, nucleus"
"34";"P0CG47";"P0CG47,P0CG48,P62979,P62987";"P0CG47,P0CG48,P62979,P62987";"RL40_HUMAN, RS27A_HUMAN, UBB_HUMAN, UBC_HUMAN";"Polyubiquitin-B, Polyubiquitin-C, Ubiquitin-40S ribosomal protein S27a, Ubiquitin-60S ribosomal protein L40";"RPS27A, UBA52, UBB, UBC";4;8;0,00149433508420614;4;4;4;4;0,00160782384571354;0,0015746921913679;"cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, plasma membrane"
"35";"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";2;3;0,00131978382027446;1;2;1;2;0,000981739534742521;0,00180282993621822;"extracellular vesicular exosome, cell surface, endoplasmic reticulum lumen, midbody, integral component of endoplasmic reticulum membrane, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum chaperone complex, nucleus"
"36";"P11142";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";7;10;0,00508358423689542;4;6;4;6;NA;NA;"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleolus, ribonucleoprotein complex, extracellular vesicular exosome, Prp19 complex, cytosol, melanosome, spliceosomal complex, plasma membrane, blood microparticle"
"37";"P12035";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";2;2;0,00139838363721183;1;1;1;1;0,00137376445836288;0,00172794785928218;"keratin filament"
"38";"P12273";"P12273";"P12273";"PIP_HUMAN";"Prolactin-inducible protein";"PIP";2;2;0,00306543395698451;2;NA;2;NA;0,0065964827642631;NA;"extracellular vesicular exosome, apical plasma membrane, extracellular space"
"39";"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";1;1;0,000260811980023157;NA;1;NA;1;NA;0,00054967402251129;"polysome, ribonucleoprotein complex, extracellular vesicular exosome, cytosol"
"40";"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";30;293;0,127087732820731;27;28;139;154;0,13088463533599;0,139666650456818;"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome"
"41";"P13646";"P13646-1,P13646-3";"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;0;0;0;0;0;NA;NA;"extracellular vesicular exosome, keratin filament"
"42";"P13647";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";21;55;0,0305942063174457;19;20;28;27;0,0329257383374386;0,0322702336361928;"keratin filament, cytosol, plasma membrane, extracellular vesicular exosome, mitochondrion"
"43";"P14618";"P14618-1,P14618-2";"P14618-1,P14618-2";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";3;3;0,000632137510903585;NA;3;NA;3;NA;NA;"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium"
"44";"P14923";"P14923";"P14923";"PLAK_HUMAN";"Junction plakoglobin";"JUP";8;13;0,00390482795325946;6;6;6;7;0,00387820060502985;0,00443133178416484;"cytosol, gamma-catenin-TCF7L2 complex, cytoplasmic side of plasma membrane, intermediate filament, fascia adherens, apicolateral plasma membrane, actin cytoskeleton, lateral plasma membrane, extracellular vesicular exosome, zonula adherens, desmosome, protein-DNA complex, catenin complex, basolateral plasma membrane, Z disc"
"45";"P15924";"P15924-1";"P15924-1";"DESP_HUMAN";"Desmoplakin";"DSP";33;49;0,00381924669597129;21;27;21;28;NA;NA;"desmosome, plasma membrane, fascia adherens, extracellular vesicular exosome, mitochondrion, cornified envelope, intercalated disc, intermediate filament, basolateral plasma membrane"
"46";"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";1;1;0,00810051326189571;0;1;0;1;0;0,0149381999058951;"nucleosome, nuclear chromatin"
"47";"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";1;1;0,00840475789145048;1;0;1;0;0,0203468975404735;0;"nucleus, nucleosome"
"48";"P16949";"P16949-1,P16949-2";"P16949-1,P16949-2";"STMN1_HUMAN";"Stathmin";"STMN1";2;2;0,00150185690509979;2;NA;2;NA;NA;NA;"membrane, microtubule, intracellular, cytosol, extracellular vesicular exosome"
"49";"P19012";"P19012";"P19012";"K1C15_HUMAN";"Keratin, type I cytoskeletal 15";"KRT15";0;0;0;0;0;0;0;0;0;"extracellular vesicular exosome, intermediate filament"
"50";"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;0;0;0;0;0;0;0;"keratin filament, intermediate filament"
"51";"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";6;10;0,00315178420929393;5;5;5;5;0,00339114959007892;0,00332126979799075;"ribonucleoprotein complex, nucleoplasm, extracellular vesicular exosome, nucleolus, cell cortex"
"52";"P20930";"P20930";"P20930";"FILA_HUMAN";"Filaggrin";"FLG";3;3;0,00016531150863817;NA;3;NA;3;NA;0,000348402101439069;"cytoplasmic membrane-bounded vesicle, intermediate filament"
"53";"P22626";"P22626-1,P22626-2";"P22626-1,P22626-2";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";2;2;0,000633928268724841;2;NA;2;NA;NA;NA;"nucleoplasm, cytoplasm, nucleolus, catalytic step 2 spliceosome"
"54";"P22735";"P22735";"P22735";"TGM1_HUMAN";"Protein-glutamine gamma-glutamyltransferase K";"TGM1";2;2;0,00054780092744154;NA;2;NA;2;NA;0,00115451728596007;"extracellular vesicular exosome, cornified envelope, intrinsic component of membrane, cell-cell adherens junction"
"55";"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";8;10;0,00404659455442801;5;5;5;5;0,00435391719521887;0,00426419811315268;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome"
"56";"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";2;4;0,0042422119215141;2;2;2;2;0,0045643909174522;0,00447033470440462;"cytosolic large ribosomal subunit"
"57";"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";3;3;0,00113400344016826;3;NA;3;NA;0,00244025291448247;NA;"melanosome, endoplasmic reticulum lumen, dendritic spine, protein complex, neuronal cell body, ribosome, dendrite cytoplasm, integral component of lumenal side of endoplasmic reticulum membrane, axon"
"58";"P30050";"P30050-1,P30050-2";"P30050-1,P30050-2";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";2;2;0,00135622229612042;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"59";"P31943";"P31943,P55795";"P31943,P55795";"HNRH1_HUMAN, HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H, Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH1, HNRNPH2";1;1;0,000249194519888496;1;NA;1;NA;0,000536239690190653;NA;"cytoplasm, catalytic step 2 spliceosome, nucleoplasm, actin cytoskeleton"
"60";"P31944";"P31944";"P31944";"CASPE_HUMAN";"Caspase-14";"CASP14";7;12;0,0110963642409852;7;5;7;5;0,0139289367460266;0,00974422130815469;"keratin filament, nucleus, cytoplasm"
"61";"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";1;1;0,000512323778008493;1;0;1;0;0,00115189751026498;0;"mitochondrial matrix, zona pellucida receptor complex, blood microparticle, cell body"
"62";"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";34;158;0,0576695616703446;30;31;77;81;0,0602731471466902;0,0625019598601441;"intermediate filament, extracellular vesicular exosome, extracellular space"
"63";"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";37;184;0,0858700928774498;36;36;91;93;0,0928394808345968;0,0900410875843068;"keratin filament, intermediate filament, extracellular vesicular exosome, extracellular space, Golgi apparatus"
"64";"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";1;1;0,000524067163606251;1;NA;1;NA;0,00112773592925341;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, nucleolus"
"65";"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";2;2;0,0006591360202058;2;NA;2;NA;0,00141838951926718;NA;"nucleolus, extracellular vesicular exosome, mitochondrial nucleoid"
"66";"P48668";"P48668";"P48668";"K2C6C_HUMAN";"Keratin, type II cytoskeletal 6C";"KRT6C";1;1;0,00799025038301076;1;0;1;0;0,0102082868118395;NA;"intermediate filament, keratin filament"
"67";"P60900";"P60900";"P60900";"PSA6_HUMAN";"Proteasome subunit alpha type-6";"PSMA6";1;1;0,000909661296178329;NA;1;NA;1;NA;0,00191715573705157;"proteasome core complex, alpha-subunit complex, cytoplasmic mRNA processing body, extracellular vesicular exosome, nuclear matrix, polysome, nucleoplasm, cytosol, mitochondrion, sarcomere"
"68";"P61626";"P61626";"P61626";"LYSC_HUMAN";"Lysozyme C";"LYZ";2;4;0,00604801834756403;2;2;2;2;0,00650734110528658;0,00637324745019847;"extracellular space, extracellular vesicular exosome"
"69";"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";3;3;0,00322754825278657;NA;3;NA;3;NA;0,00680221602857722;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"70";"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";1;1;0,00148196476066138;NA;1;NA;1;NA;0,00312331331996481;"extracellular vesicular exosome, nucleolus, mitochondrion, cytosolic small ribosomal subunit"
"71";"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";8;20;0,0434517823028872;7;7;10;10;0,04675177104769;0,04578837973929;"nucleosome, nucleolus, extracellular vesicular exosome, actin cytoskeleton, nucleoplasm"
"72";"P62899";"P62899-1";"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";2;2;0,0035804268617579;NA;2;NA;2;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"73";"P62910";"P62910";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";1;1;0,00165760502859162;NA;1;NA;1;NA;0,0034934837875162;"cytosolic large ribosomal subunit"
"74";"P62937";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";4;4;0,00542488918448167;2;2;2;2;0,00583688777928735;0,00571660983411742;"cytosol, nucleus, extracellular vesicular exosome"
"75";"P63261";"P60709,P63261";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";3;4;0,00473411996165767;2;2;2;2;0,00513646124577287;0,00503061665402333;"myofibril, cytoskeleton, cytosol, extracellular vesicular exosome, blood microparticle, filamentous actin"
"76";"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";1;1;0,000690668761913176;NA;1;NA;1;NA;0,00145561824479842;"CRD-mediated mRNA stability complex, cytoplasmic stress granule, U12-type spliceosomal complex, nucleoplasm, histone pre-mRNA 3'end processing complex, extracellular vesicular exosome"
"77";"P68104";"P68104,Q5VTE0";"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";9;15;0,00363273829317969;9;5;10;5;0,00521150694579228;0,00255205796165956;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome"
"78";"P68133";"P68032,P68133";"P68032,P68133";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";1;1;0,00117725131672522;1;0;1;0;0,00255460605724778;0;"blood microparticle, extracellular vesicular exosome, cytosol, striated muscle thin filament, stress fiber, actin filament"
"79";"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";9;15;0,00744268333236815;8;7;8;7;0,00854178699407905;0,00732004917783328;"microtubule, cytoplasmic microtubule"
"80";"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;2;0,00402295153006506;1;1;1;1;0,00432847857789849;0,00423928369721067;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane"
"81";"P78386";"P78386";"P78386";"KRT85_HUMAN";"Keratin, type II cuticular Hb5";"KRT85";2;2;0,00176144856893319;1;1;1;1;0,00182329868840925;0,00193936270506548;"keratin filament, extracellular space"
"82";"P78527";"P78527-1,P78527-2";"P78527-1,P78527-2";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";5;5;0,000135523666945173;3;2;3;2;NA;NA;"nucleolus, nucleoplasm, cytosol, DNA-dependent protein kinase-DNA ligase 4 complex, transcription factor complex"
"83";"P81605";"P81605-1,P81605-2";"P81605-1,P81605-2";"DCD_HUMAN";"Dermcidin";"DCD";4;9;0,00915450049881282;4;3;5;4;NA;NA;"extracellular vesicular exosome"
"84";"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";1;1;0,00114171774928505;1;NA;1;NA;0,00245685327444493;NA;"cytosolic large ribosomal subunit"
"85";"Q00839";"Q00839-1,Q00839-2";"Q00839-1,Q00839-2";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";3;3;0,000406866688836125;NA;3;NA;3;NA;NA;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm"
"86";"Q01546";"Q01546";"Q01546";"K22O_HUMAN";"Keratin, type II cytoskeletal 2 oral";"KRT76";0;0;0;0;0;0;0;0;0;"intermediate filament, keratin filament"
"87";"Q02413";"Q02413";"Q02413";"DSG1_HUMAN";"Desmoglein-1";"DSG1";14;23;0,00490644767757577;10;10;12;11;0,00550859761820255;0,00494549420825696;"apical plasma membrane, cytoplasmic side of plasma membrane, cytosol, integral component of membrane, desmosome, lateral plasma membrane"
"88";"Q04695";"Q04695";"Q04695";"K1C17_HUMAN";"Keratin, type I cytoskeletal 17";"KRT17";2;3;0,0038059120381507;1;2;1;2;0,00310602245148555;0,00498415047193134;"intermediate filament, cell periphery, cytoplasm, extracellular vesicular exosome"
"89";"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";2;2;0,00224901184783788;NA;2;NA;2;NA;0,00473990262627826;"extracellular space, nuclear euchromatin, melanosome, mitochondrial matrix, mitochondrion, nucleus, cytosol, extracellular vesicular exosome, peroxisomal matrix, nucleolus"
"90";"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";2;2;0,00238060296659435;NA;2;NA;2;NA;0,00501723735441156;"cytosolic large ribosomal subunit"
"91";"Q07955";"Q07955-1,Q07955-2,Q07955-3";"Q07955-1,Q07955-2,Q07955-3";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";4;4;0,00120310042397779;4;NA;4;NA;NA;NA;"catalytic step 2 spliceosome, cytoplasm, nuclear speck"
"92";"Q08188";"Q08188";"Q08188";"TGM3_HUMAN";"Protein-glutamine gamma-glutamyltransferase E";"TGM3";5;10;0,00322910070504861;5;4;6;4;0,00416920555663382;0,00272219515910353;"cytoplasm, extracellular vesicular exosome, extrinsic component of cytoplasmic side of plasma membrane"
"93";"Q08554";"Q08554-1,Q08554-2";"Q08554-1,Q08554-2";"DSC1_HUMAN";"Desmocollin-1";"DSC1";6;14;0,00175216638928309;5;6;6;8;NA;NA;"integral component of membrane, membrane, gap junction, plasma membrane, desmosome"
"94";"Q13765";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";1;2;0,00208164352427785;1;1;1;1;0,00223973600833119;0,00219358284332413;"nucleus, nascent polypeptide-associated complex, extracellular vesicular exosome"
"95";"Q13835";"Q13835-1,Q13835-2";"Q13835-1,Q13835-2";"PKP1_HUMAN";"Plakophilin-1";"PKP1";2;3;0,000449350760762789;1;2;1;2;NA;NA;"plasma membrane, nucleus, desmosome, intermediate filament"
"96";"Q14525";"Q14525";"Q14525";"KT33B_HUMAN";"Keratin, type I cuticular Ha3-II";"KRT33B";1;2;0,00546055186538551;1;1;1;1;0,00536707816798598;0,00789862346680418;"extracellular space, intermediate filament"
